pedido_id,numero_pedido,receita_mercadoria_liquida
6175,PED-2024-002575,1675.06
6176,PED-2024-002576,1107.07
6177,PED-2024-002577,692.52
6178,PED-2024-002578,1274.21
6179,PED-2024-002579,1888.78
6180,PED-2024-002580,1255.03
6181,PED-2024-002581,700.83
6182,PED-2024-002582,1095.68
6183,PED-2024-002583,1937.12
6184,PED-2024-002584,1183.76
6185,PED-2024-002585,751.13
6186,PED-2024-002586,714.83
6187,PED-2024-002587,981.33
6188,PED-2024-002588,1325.72
6189,PED-2024-002589,400.44
6190,PED-2024-002590,760.98
6191,PED-2024-002591,1292.20
6192,PED-2024-002592,251.63
6193,PED-2024-002593,232.41
6194,PED-2024-002594,396.28
6195,PED-2024-002595,657.51
6196,PED-2024-002596,415.76
6197,PED-2024-002597,257.60
6198,PED-2024-002598,581.27
6199,PED-2024-002599,788.62
6200,PED-2024-002600,482.67
6201,PED-2024-002601,418.52
6202,PED-2024-002602,781.01
6203,PED-2024-002603,1176.38
6204,PED-2024-002604,761.83
6205,PED-2024-002605,500.72
6206,PED-2024-002606,928.97
6207,PED-2024-002607,1390.10
6208,PED-2024-002608,909.79
6209,PED-2024-002609,582.92
6210,PED-2024-002610,1076.93
6211,PED-2024-002611,1603.82
6212,PED-2024-002612,1057.75
6213,PED-2024-002613,665.12
6214,PED-2024-002614,1224.89
6215,PED-2024-002615,1817.54
6216,PED-2024-002616,1205.71
6217,PED-2024-002617,747.32
6218,PED-2024-002618,1372.85
6219,PED-2024-002619,2031.26
6220,PED-2024-002620,1353.67
6221,PED-2024-002621,829.52
6222,PED-2024-002622,1520.81
6223,PED-2024-002623,2244.98
6224,PED-2024-002624,1348.19
6225,PED-2024-002625,451.40
6226,PED-2024-002626,901.57
6227,PED-2024-002627,1384.62
6228,PED-2024-002628,1496.15
6229,PED-2024-002629,226.72
6230,PED-2024-002630,435.77
6231,PED-2024-002631,611.69
6232,PED-2024-002632,329.93
6233,PED-2024-002633,282.81
6234,PED-2024-002634,477.41
6235,PED-2024-002635,779.70
6236,PED-2024-002636,503.96
6237,PED-2024-002637,299.78
6238,PED-2024-002638,672.25
6239,PED-2024-002639,905.87
6240,PED-2024-002640,554.40
6241,PED-2024-002641,410.43
6242,PED-2024-002642,676.71
6243,PED-2024-002643,1213.68
6244,PED-2024-002644,725.61
6245,PED-2024-002645,488.90
6246,PED-2024-002646,893.78
6247,PED-2024-002647,1181.04
6248,PED-2024-002648,951.40
6249,PED-2024-002649,521.55
6250,PED-2024-002650,1057.89
6251,PED-2024-002651,1746.30
6252,PED-2024-002652,1156.39
6253,PED-2024-002653,719.92
6254,PED-2024-002654,1323.53
6255,PED-2024-002655,1960.02
6256,PED-2024-002656,1304.35
6257,PED-2024-002657,802.12
6258,PED-2024-002658,1471.49
6259,PED-2024-002659,2173.74
6260,PED-2024-002660,1452.31
6261,PED-2024-002661,424.00
6262,PED-2024-002662,852.25
6263,PED-2024-002663,1313.38
6264,PED-2024-002664,1446.83
6265,PED-2024-002665,506.20
6266,PED-2024-002666,1000.21
6267,PED-2024-002667,606.46
6268,PED-2024-002668,367.27
6269,PED-2024-002669,281.52
6270,PED-2024-002670,534.41
6271,PED-2024-002671,820.18
6272,PED-2024-002672,515.23
6273,PED-2024-002673,363.72
6274,PED-2024-002674,682.37
6275,PED-2024-002675,1033.90
6276,PED-2024-002676,663.19
6277,PED-2024-002677,445.92
6278,PED-2024-002678,830.33
6279,PED-2024-002679,1247.62
6280,PED-2024-002680,811.15
6281,PED-2024-002681,476.40
6282,PED-2024-002682,752.89
6283,PED-2024-002683,1345.23
6284,PED-2024-002684,808.94
6285,PED-2024-002685,536.60
6286,PED-2024-002686,979.77
6287,PED-2024-002687,1291.20
6288,PED-2024-002688,1044.54
6289,PED-2024-002689,566.50
6290,PED-2024-002690,1107.62
6291,PED-2024-002691,1645.36
6292,PED-2024-002692,996.04
6293,PED-2024-002693,711.38
6294,PED-2024-002694,1166.78
6295,PED-2024-002695,1818.42
6296,PED-2024-002696,1253.87
6297,PED-2024-002697,658.45
6298,PED-2024-002698,755.00
6299,PED-2024-002699,1043.47
6300,PED-2024-002700,1058.07
6301,PED-2024-002701,478.80
6302,PED-2024-002702,950.89
6303,PED-2024-002703,1455.86
6304,PED-2024-002704,317.95
6305,PED-2024-002705,254.12
6306,PED-2024-002706,485.09
6307,PED-2024-002707,748.94
6308,PED-2024-002708,465.91
6309,PED-2024-002709,336.32
6310,PED-2024-002710,633.05
6311,PED-2024-002711,962.66
6312,PED-2024-002712,613.87
6313,PED-2024-002713,418.52
6314,PED-2024-002714,781.01
6315,PED-2024-002715,1176.38
6316,PED-2024-002716,761.83
6317,PED-2024-002717,500.72
6318,PED-2024-002718,928.97
6319,PED-2024-002719,1390.10
6320,PED-2024-002720,909.79
6321,PED-2024-002721,582.92
6322,PED-2024-002722,1076.93
6323,PED-2024-002723,1603.82
6324,PED-2024-002724,1057.75
6325,PED-2024-002725,665.12
6326,PED-2024-002726,1224.89
6327,PED-2024-002727,1817.54
6328,PED-2024-002728,1205.71
6329,PED-2024-002729,747.32
6330,PED-2024-002730,1372.85
6331,PED-2024-002731,1855.91
6332,PED-2024-002732,1074.42
6333,PED-2024-002733,761.78
6334,PED-2024-002734,1247.91
6335,PED-2024-002735,1940.61
6336,PED-2024-002736,1211.72
6337,PED-2024-002737,355.41
6338,PED-2024-002738,845.94
6339,PED-2024-002739,1160.78
6340,PED-2024-002740,1132.27
6341,PED-2024-002741,195.89
6342,PED-2024-002742,333.96
6343,PED-2024-002743,621.92
6344,PED-2024-002744,350.80
6345,PED-2024-002745,274.37
6346,PED-2024-002746,506.57
6347,PED-2024-002747,685.41
6348,PED-2024-002748,532.21
6349,PED-2024-002749,319.36
6350,PED-2024-002750,663.33
6351,PED-2024-002751,1105.14
6352,PED-2024-002752,712.51
6353,PED-2024-002753,473.32
6354,PED-2024-002754,879.65
6355,PED-2024-002755,1318.86
6356,PED-2024-002756,860.47
6357,PED-2024-002757,555.52
6358,PED-2024-002758,1027.61
6359,PED-2024-002759,1532.58
6360,PED-2024-002760,1008.43
6361,PED-2024-002761,637.72
6362,PED-2024-002762,1175.57
6363,PED-2024-002763,1746.30
6364,PED-2024-002764,1156.39
6365,PED-2024-002765,719.92
6366,PED-2024-002766,1323.53
6367,PED-2024-002767,1960.02
6368,PED-2024-002768,1304.35
6369,PED-2024-002769,802.12
6370,PED-2024-002770,1471.49
6371,PED-2024-002771,2173.74
6372,PED-2024-002772,1452.31
6373,PED-2024-002773,424.00
6374,PED-2024-002774,852.25
6375,PED-2024-002775,1313.38
6376,PED-2024-002776,1446.83
6377,PED-2024-002777,506.20
6378,PED-2024-002778,1000.21
6379,PED-2024-002779,606.46
6380,PED-2024-002780,367.27
6381,PED-2024-002781,252.00
6382,PED-2024-002782,410.14
6383,PED-2024-002783,753.40
6384,PED-2024-002784,434.12
6385,PED-2024-002785,322.04
6386,PED-2024-002786,592.65
6387,PED-2024-002787,795.57
6388,PED-2024-002788,625.36
6389,PED-2024-002789,364.26
6390,PED-2024-002790,725.36
6391,PED-2024-002791,1085.58
6392,PED-2024-002792,643.45
6393,PED-2024-002793,484.49
6394,PED-2024-002794,801.80
6395,PED-2024-002795,1268.53
6396,PED-2024-002796,856.90
6397,PED-2024-002797,468.58
6398,PED-2024-002798,1036.11
6399,PED-2024-002799,1374.98
6400,PED-2024-002800,866.27
6401,PED-2024-002801,692.52
6402,PED-2024-002802,1274.21
6403,PED-2024-002803,1888.78
6404,PED-2024-002804,1255.03
6405,PED-2024-002805,774.72
6406,PED-2024-002806,1422.17
6407,PED-2024-002807,2102.50
6408,PED-2024-002808,1402.99
6409,PED-2024-002809,856.92
6410,PED-2024-002810,802.93
6411,PED-2024-002811,1242.14
6412,PED-2024-002812,1397.51
6413,PED-2024-002813,478.80
6414,PED-2024-002814,950.89
6415,PED-2024-002815,1455.86
6416,PED-2024-002816,317.95
6417,PED-2024-002817,254.12
6418,PED-2024-002818,485.09
6419,PED-2024-002819,748.94
6420,PED-2024-002820,465.91
6421,PED-2024-002821,336.32
6422,PED-2024-002822,633.05
6423,PED-2024-002823,962.66
6424,PED-2024-002824,613.87
6425,PED-2024-002825,418.52
6426,PED-2024-002826,781.01
6427,PED-2024-002827,1176.38
6428,PED-2024-002828,761.83
6429,PED-2024-002829,500.72
6430,PED-2024-002830,928.97
6431,PED-2024-002831,1266.55
6432,PED-2024-002832,721.75
6433,PED-2024-002833,534.89
6434,PED-2024-002834,882.93
6435,PED-2024-002835,1390.72
6436,PED-2024-002836,945.10
6437,PED-2024-002837,510.76
6438,PED-2024-002838,1127.09
6439,PED-2024-002839,1492.23
6440,PED-2024-002840,935.26
6441,PED-2024-002841,648.81
6442,PED-2024-002842,1057.57
6443,PED-2024-002843,1871.28
6444,PED-2024-002844,1142.09
6445,PED-2024-002845,727.28
6446,PED-2024-002846,1323.96
6447,PED-2024-002847,1731.78
6448,PED-2024-002848,1279.10
6449,PED-2024-002849,377.98
6450,PED-2024-002850,729.09
6451,PED-2024-002851,1384.62
6452,PED-2024-002852,1496.15
6453,PED-2024-002853,226.72
6454,PED-2024-002854,435.77
6455,PED-2024-002855,677.70
6456,PED-2024-002856,416.59
6457,PED-2024-002857,308.92
6458,PED-2024-002858,583.73
6459,PED-2024-002859,891.42
6460,PED-2024-002860,564.55
6461,PED-2024-002861,391.12
6462,PED-2024-002862,731.69
6463,PED-2024-002863,1105.14
6464,PED-2024-002864,712.51
6465,PED-2024-002865,473.32
6466,PED-2024-002866,879.65
6467,PED-2024-002867,1318.86
6468,PED-2024-002868,860.47
6469,PED-2024-002869,555.52
6470,PED-2024-002870,1027.61
6471,PED-2024-002871,1532.58
6472,PED-2024-002872,1008.43
6473,PED-2024-002873,637.72
6474,PED-2024-002874,1175.57
6475,PED-2024-002875,1746.30
6476,PED-2024-002876,1156.39
6477,PED-2024-002877,719.92
6478,PED-2024-002878,1323.53
6479,PED-2024-002879,1960.02
6480,PED-2024-002880,1304.35
6481,PED-2024-002881,725.74
6482,PED-2024-002882,1133.75
6483,PED-2024-002883,2002.83
6484,PED-2024-002884,1225.42
6485,PED-2024-002885,337.67
6486,PED-2024-002886,757.85
6487,PED-2024-002887,1036.38
6488,PED-2024-002888,1372.25
6489,PED-2024-002889,422.93
6490,PED-2024-002890,803.47
6491,PED-2024-002891,525.73
6492,PED-2024-002892,290.78
6493,PED-2024-002893,257.62
6494,PED-2024-002894,436.87
6495,PED-2024-002895,718.57
6496,PED-2024-002896,459.86
6497,PED-2024-002897,278.69
6498,PED-2024-002898,626.76
6499,PED-2024-002899,847.31
6500,PED-2024-002900,521.03
6501,PED-2024-002901,445.92
6502,PED-2024-002902,830.33
6503,PED-2024-002903,1247.62
6504,PED-2024-002904,811.15
6505,PED-2024-002905,528.12
6506,PED-2024-002906,978.29
6507,PED-2024-002907,1461.34
6508,PED-2024-002908,959.11
6509,PED-2024-002909,610.32
6510,PED-2024-002910,1126.25
6511,PED-2024-002911,1675.06
6512,PED-2024-002912,1107.07
6513,PED-2024-002913,692.52
6514,PED-2024-002914,1274.21
6515,PED-2024-002915,1888.78
6516,PED-2024-002916,1255.03
6517,PED-2024-002917,774.72
6518,PED-2024-002918,1422.17
6519,PED-2024-002919,2102.50
6520,PED-2024-002920,1402.99
6521,PED-2024-002921,856.92
6522,PED-2024-002922,802.93
6523,PED-2024-002923,1242.14
6524,PED-2024-002924,1397.51
6525,PED-2024-002925,478.80
6526,PED-2024-002926,950.89
6527,PED-2024-002927,1455.86
6528,PED-2024-002928,317.95
6529,PED-2024-002929,254.12
6530,PED-2024-002930,485.09
6531,PED-2024-002931,677.19
6532,PED-2024-002932,369.16
6533,PED-2024-002933,308.05
6534,PED-2024-002934,517.96
6535,PED-2024-002935,840.76
6536,PED-2024-002936,548.06
6537,PED-2024-002937,320.89
6538,PED-2024-002938,717.70
6539,PED-2024-002939,964.56
6540,PED-2024-002940,592.49
6541,PED-2024-002941,434.27
6542,PED-2024-002942,714.82
6543,PED-2024-002943,1279.52
6544,PED-2024-002944,767.28
6545,PED-2024-002945,512.75
6546,PED-2024-002946,936.75
6547,PED-2024-002947,1236.15
6548,PED-2024-002948,998.01
6549,PED-2024-002949,544.04
6550,PED-2024-002950,1101.73
6551,PED-2024-002951,1817.54
6552,PED-2024-002952,1205.71
6553,PED-2024-002953,747.32
6554,PED-2024-002954,1372.85
6555,PED-2024-002955,2031.26
6556,PED-2024-002956,1353.67
6557,PED-2024-002957,829.52
6558,PED-2024-002958,1520.81
6559,PED-2024-002959,2244.98
6560,PED-2024-002960,1348.19
6561,PED-2024-002961,451.40
6562,PED-2024-002962,901.57
6563,PED-2024-002963,1384.62
6564,PED-2024-002964,1496.15
6565,PED-2024-002965,226.72
6566,PED-2024-002966,435.77
6567,PED-2024-002967,677.70
6568,PED-2024-002968,416.59
6569,PED-2024-002969,308.92
6570,PED-2024-002970,583.73
6571,PED-2024-002971,891.42
6572,PED-2024-002972,564.55
6573,PED-2024-002973,391.12
6574,PED-2024-002974,731.69
6575,PED-2024-002975,1105.14
6576,PED-2024-002976,712.51
6577,PED-2024-002977,473.32
6578,PED-2024-002978,879.65
6579,PED-2024-002979,1318.86
6580,PED-2024-002980,860.47
6581,PED-2024-002981,501.34
6582,PED-2024-002982,791.00
6583,PED-2024-002983,1411.00
6584,PED-2024-002984,850.60
6585,PED-2024-002985,560.42
6586,PED-2024-002986,1022.83
6587,PED-2024-002987,1346.31
6588,PED-2024-002988,1091.16
6589,PED-2024-002989,588.94
6590,PED-2024-002990,1150.06
6591,PED-2024-002991,1707.56
6592,PED-2024-002992,1035.27
6593,PED-2024-002993,736.57
6594,PED-2024-002994,1207.32
6595,PED-2024-002995,1879.55
6596,PED-2024-002996,1298.04
6597,PED-2024-002997,334.32
6598,PED-2024-002998,800.45
6599,PED-2024-002999,1102.09
6600,PED-2024-003000,1096.43
6601,PED-2024-003001,506.20
6602,PED-2024-003002,1000.21
6603,PED-2024-003003,606.46
6604,PED-2024-003004,367.27
6605,PED-2024-003005,281.52
6606,PED-2024-003006,534.41
6607,PED-2024-003007,820.18
6608,PED-2024-003008,515.23
6609,PED-2024-003009,363.72
6610,PED-2024-003010,682.37
6611,PED-2024-003011,1033.90
6612,PED-2024-003012,663.19
6613,PED-2024-003013,445.92
6614,PED-2024-003014,830.33
6615,PED-2024-003015,1247.62
6616,PED-2024-003016,811.15
6617,PED-2024-003017,528.12
6618,PED-2024-003018,978.29
6619,PED-2024-003019,1461.34
6620,PED-2024-003020,959.11
6621,PED-2024-003021,610.32
6622,PED-2024-003022,1126.25
6623,PED-2024-003023,1675.06
6624,PED-2024-003024,1107.07
6625,PED-2024-003025,692.52
6626,PED-2024-003026,1274.21
6627,PED-2024-003027,1888.78
6628,PED-2024-003028,1255.03
6629,PED-2024-003029,774.72
6630,PED-2024-003030,1422.17
6631,PED-2024-003031,1921.41
6632,PED-2024-003032,1113.57
6633,PED-2024-003033,786.97
6634,PED-2024-003034,674.70
6635,PED-2024-003035,981.35
6636,PED-2024-003036,1255.82
6637,PED-2024-003037,376.50
6638,PED-2024-003038,891.43
6639,PED-2024-003039,1219.34
6640,PED-2024-003040,249.71
6641,PED-2024-003041,219.70
6642,PED-2024-003042,372.03
6643,PED-2024-003043,687.63
6644,PED-2024-003044,392.46
6645,PED-2024-003045,298.22
6646,PED-2024-003046,549.59
6647,PED-2024-003047,740.46
6648,PED-2024-003048,578.74
6649,PED-2024-003049,341.82
6650,PED-2024-003050,707.17
6651,PED-2024-003051,1176.38
6652,PED-2024-003052,761.83
6653,PED-2024-003053,500.72
6654,PED-2024-003054,928.97
6655,PED-2024-003055,1390.10
6656,PED-2024-003056,909.79
6657,PED-2024-003057,582.92
6658,PED-2024-003058,1076.93
6659,PED-2024-003059,1603.82
6660,PED-2024-003060,1057.75
6661,PED-2024-003061,665.12
6662,PED-2024-003062,1224.89
6663,PED-2024-003063,1817.54
6664,PED-2024-003064,1205.71
6665,PED-2024-003065,747.32
6666,PED-2024-003066,1372.85
6667,PED-2024-003067,2031.26
6668,PED-2024-003068,1353.67
6669,PED-2024-003069,829.52
6670,PED-2024-003070,1520.81
6671,PED-2024-003071,2244.98
6672,PED-2024-003072,1348.19
6673,PED-2024-003073,451.40
6674,PED-2024-003074,901.57
6675,PED-2024-003075,1384.62
6676,PED-2024-003076,1496.15
6677,PED-2024-003077,226.72
6678,PED-2024-003078,435.77
6679,PED-2024-003079,677.70
6680,PED-2024-003080,416.59
6681,PED-2024-003081,276.94
6682,PED-2024-003082,448.21
6683,PED-2024-003083,819.11
6684,PED-2024-003084,475.71
6685,PED-2024-003085,345.89
6686,PED-2024-003086,635.67
6687,PED-2024-003087,850.62
6688,PED-2024-003088,671.97
6689,PED-2024-003089,386.75
6690,PED-2024-003090,767.85
6691,PED-2024-003091,1147.71
6692,PED-2024-003092,682.60
6693,PED-2024-003093,509.70
6694,PED-2024-003094,842.39
6695,PED-2024-003095,1329.59
6696,PED-2024-003096,901.00
6697,PED-2024-003097,489.67
6698,PED-2024-003098,1081.60
6699,PED-2024-003099,1433.67
6700,PED-2024-003100,904.63
6701,PED-2024-003101,719.92
6702,PED-2024-003102,1323.53
6703,PED-2024-003103,1960.02
6704,PED-2024-003104,1304.35
6705,PED-2024-003105,802.12
6706,PED-2024-003106,1471.49
6707,PED-2024-003107,2173.74
6708,PED-2024-003108,1452.31
6709,PED-2024-003109,424.00
6710,PED-2024-003110,852.25
6711,PED-2024-003111,1313.38
6712,PED-2024-003112,1446.83
6713,PED-2024-003113,506.20
6714,PED-2024-003114,1000.21
6715,PED-2024-003115,606.46
6716,PED-2024-003116,367.27
6717,PED-2024-003117,281.52
6718,PED-2024-003118,534.41
6719,PED-2024-003119,820.18
6720,PED-2024-003120,515.23
6721,PED-2024-003121,363.72
6722,PED-2024-003122,682.37
6723,PED-2024-003123,1033.90
6724,PED-2024-003124,663.19
6725,PED-2024-003125,445.92
6726,PED-2024-003126,830.33
6727,PED-2024-003127,1247.62
6728,PED-2024-003128,811.15
6729,PED-2024-003129,528.12
6730,PED-2024-003130,978.29
6731,PED-2024-003131,1332.05
6732,PED-2024-003132,760.98
6733,PED-2024-003133,560.13
6734,PED-2024-003134,923.48
6735,PED-2024-003135,1451.78
6736,PED-2024-003136,989.20
6737,PED-2024-003137,531.87
6738,PED-2024-003138,1172.54
6739,PED-2024-003139,1550.92
6740,PED-2024-003140,973.35
6741,PED-2024-003141,672.65
6742,PED-2024-003142,1095.68
6743,PED-2024-003143,1937.12
6744,PED-2024-003144,1183.76
6745,PED-2024-003145,751.13
6746,PED-2024-003146,714.83
6747,PED-2024-003147,981.33
6748,PED-2024-003148,1325.72
6749,PED-2024-003149,400.44
6750,PED-2024-003150,772.93
6751,PED-2024-003151,1455.86
6752,PED-2024-003152,317.95
6753,PED-2024-003153,254.12
6754,PED-2024-003154,485.09
6755,PED-2024-003155,748.94
6756,PED-2024-003156,465.91
6757,PED-2024-003157,336.32
6758,PED-2024-003158,633.05
6759,PED-2024-003159,962.66
6760,PED-2024-003160,613.87
6761,PED-2024-003161,418.52
6762,PED-2024-003162,781.01
6763,PED-2024-003163,1176.38
6764,PED-2024-003164,761.83
6765,PED-2024-003165,500.72
6766,PED-2024-003166,928.97
6767,PED-2024-003167,1390.10
6768,PED-2024-003168,909.79
6769,PED-2024-003169,582.92
6770,PED-2024-003170,1076.93
6771,PED-2024-003171,1603.82
6772,PED-2024-003172,1057.75
6773,PED-2024-003173,665.12
6774,PED-2024-003174,1224.89
6775,PED-2024-003175,1817.54
6776,PED-2024-003176,1205.71
6777,PED-2024-003177,747.32
6778,PED-2024-003178,1372.85
6779,PED-2024-003179,2031.26
6780,PED-2024-003180,1353.67
6781,PED-2024-003181,750.68
6782,PED-2024-003182,1171.86
6783,PED-2024-003183,2068.60
6784,PED-2024-003184,1144.33
6785,PED-2024-003185,361.49
6786,PED-2024-003186,800.91
6787,PED-2024-003187,1091.49
6788,PED-2024-003188,1418.86
6789,PED-2024-003189,184.53
6790,PED-2024-003190,385.64
6791,PED-2024-003191,587.99
6792,PED-2024-003192,329.93
6793,PED-2024-003193,282.81
6794,PED-2024-003194,477.41
6795,PED-2024-003195,779.70
6796,PED-2024-003196,503.96
6797,PED-2024-003197,299.78
6798,PED-2024-003198,672.25
6799,PED-2024-003199,905.87
6800,PED-2024-003200,559.39
6801,PED-2024-003201,473.32
6802,PED-2024-003202,879.65
6803,PED-2024-003203,1318.86
6804,PED-2024-003204,860.47
6805,PED-2024-003205,555.52
6806,PED-2024-003206,1027.61
6807,PED-2024-003207,1532.58
6808,PED-2024-003208,1008.43
6809,PED-2024-003209,637.72
6810,PED-2024-003210,1175.57
6811,PED-2024-003211,1746.30
6812,PED-2024-003212,1156.39
6813,PED-2024-003213,719.92
6814,PED-2024-003214,1323.53
6815,PED-2024-003215,1960.02
6816,PED-2024-003216,1304.35
6817,PED-2024-003217,802.12
6818,PED-2024-003218,1471.49
6819,PED-2024-003219,2173.74
6820,PED-2024-003220,1452.31
6821,PED-2024-003221,424.00
6822,PED-2024-003222,852.25
6823,PED-2024-003223,1313.38
6824,PED-2024-003224,1446.83
6825,PED-2024-003225,506.20
6826,PED-2024-003226,1000.21
6827,PED-2024-003227,606.46
6828,PED-2024-003228,367.27
6829,PED-2024-003229,281.52
6830,PED-2024-003230,534.41
6831,PED-2024-003231,742.69
6832,PED-2024-003232,408.31
6833,PED-2024-003233,333.26
6834,PED-2024-003234,558.50
6835,PED-2024-003235,901.89
6836,PED-2024-003236,592.16
6837,PED-2024-003237,341.98
6838,PED-2024-003238,763.19
6839,PED-2024-003239,1023.18
6840,PED-2024-003240,630.57
6841,PED-2024-003241,458.08
6842,PED-2024-003242,752.89
6843,PED-2024-003243,1345.23
6844,PED-2024-003244,808.94
6845,PED-2024-003245,536.60
6846,PED-2024-003246,979.77
6847,PED-2024-003247,1291.20
6848,PED-2024-003248,1044.54
6849,PED-2024-003249,566.50
6850,PED-2024-003250,1145.57
6851,PED-2024-003251,1888.78
6852,PED-2024-003252,1255.03
6853,PED-2024-003253,774.72
6854,PED-2024-003254,1422.17
6855,PED-2024-003255,2102.50
6856,PED-2024-003256,1402.99
6857,PED-2024-003257,856.92
6858,PED-2024-003258,802.93
6859,PED-2024-003259,1242.14
6860,PED-2024-003260,1397.51
6861,PED-2024-003261,478.80
6862,PED-2024-003262,950.89
6863,PED-2024-003263,1455.86
6864,PED-2024-003264,317.95
6865,PED-2024-003265,254.12
6866,PED-2024-003266,485.09
6867,PED-2024-003267,748.94
6868,PED-2024-003268,465.91
6869,PED-2024-003269,336.32
6870,PED-2024-003270,633.05
6871,PED-2024-003271,962.66
6872,PED-2024-003272,613.87
6873,PED-2024-003273,418.52
6874,PED-2024-003274,781.01
6875,PED-2024-003275,1176.38
6876,PED-2024-003276,761.83
6877,PED-2024-003277,500.72
6878,PED-2024-003278,928.97
6879,PED-2024-003279,1390.10
6880,PED-2024-003280,909.79
6881,PED-2024-003281,526.28
6882,PED-2024-003282,829.07
6883,PED-2024-003283,1476.71
6884,PED-2024-003284,892.19
6885,PED-2024-003285,584.27
6886,PED-2024-003286,1065.85
6887,PED-2024-003287,1401.36
6888,PED-2024-003288,1137.77
6889,PED-2024-003289,611.43
6890,PED-2024-003290,1192.55
6891,PED-2024-003291,1769.69
6892,PED-2024-003292,1074.42
6893,PED-2024-003293,761.78
6894,PED-2024-003294,1247.91
6895,PED-2024-003295,1940.61
6896,PED-2024-003296,1211.72
6897,PED-2024-003297,355.41
6898,PED-2024-003298,845.94
6899,PED-2024-003299,1160.78
6900,PED-2024-003300,1134.79
6901,PED-2024-003301,226.72
6902,PED-2024-003302,435.77
6903,PED-2024-003303,677.70
6904,PED-2024-003304,416.59
6905,PED-2024-003305,308.92
6906,PED-2024-003306,583.73
6907,PED-2024-003307,891.42
6908,PED-2024-003308,564.55
6909,PED-2024-003309,391.12
6910,PED-2024-003310,731.69
6911,PED-2024-003311,1105.14
6912,PED-2024-003312,712.51
6913,PED-2024-003313,473.32
6914,PED-2024-003314,879.65
6915,PED-2024-003315,1318.86
6916,PED-2024-003316,860.47
6917,PED-2024-003317,555.52
6918,PED-2024-003318,1027.61
6919,PED-2024-003319,1532.58
6920,PED-2024-003320,1008.43
6921,PED-2024-003321,637.72
6922,PED-2024-003322,1175.57
6923,PED-2024-003323,1746.30
6924,PED-2024-003324,1156.39
6925,PED-2024-003325,719.92
6926,PED-2024-003326,1323.53
6927,PED-2024-003327,1960.02
6928,PED-2024-003328,1304.35
6929,PED-2024-003329,802.12
6930,PED-2024-003330,1471.49
6931,PED-2024-003331,1986.91
6932,PED-2024-003332,1152.80
6933,PED-2024-003333,397.91
6934,PED-2024-003334,715.20
6935,PED-2024-003335,1042.48
6936,PED-2024-003336,1299.91
6937,PED-2024-003337,397.61
6938,PED-2024-003338,936.93
6939,PED-2024-003339,495.44
6940,PED-2024-003340,287.80
6941,PED-2024-003341,243.54
6942,PED-2024-003342,410.14
6943,PED-2024-003343,753.40
6944,PED-2024-003344,434.12
6945,PED-2024-003345,322.04
6946,PED-2024-003346,592.65
6947,PED-2024-003347,795.57
6948,PED-2024-003348,625.36
6949,PED-2024-003349,364.26
6950,PED-2024-003350,751.01
6951,PED-2024-003351,1247.62
6952,PED-2024-003352,811.15
6953,PED-2024-003353,528.12
6954,PED-2024-003354,978.29
6955,PED-2024-003355,1461.34
6956,PED-2024-003356,959.11
6957,PED-2024-003357,610.32
6958,PED-2024-003358,1126.25
6959,PED-2024-003359,1675.06
6960,PED-2024-003360,1107.07
6961,PED-2024-003361,692.52
6962,PED-2024-003362,1274.21
6963,PED-2024-003363,1888.78
6964,PED-2024-003364,1255.03
6965,PED-2024-003365,774.72
6966,PED-2024-003366,1422.17
6967,PED-2024-003367,2102.50
6968,PED-2024-003368,1402.99
6969,PED-2024-003369,856.92
6970,PED-2024-003370,802.93
6971,PED-2024-003371,1242.14
6972,PED-2024-003372,1397.51
6973,PED-2024-003373,478.80
6974,PED-2024-003374,950.89
6975,PED-2024-003375,1455.86
6976,PED-2024-003376,317.95
6977,PED-2024-003377,254.12
6978,PED-2024-003378,485.09
6979,PED-2024-003379,748.94
6980,PED-2024-003380,465.91
6981,PED-2024-003381,301.88
6982,PED-2024-003382,486.28
6983,PED-2024-003383,884.88
6984,PED-2024-003384,517.37
6985,PED-2024-003385,369.71
6986,PED-2024-003386,678.69
6987,PED-2024-003387,905.67
6988,PED-2024-003388,718.50
6989,PED-2024-003389,409.21
6990,PED-2024-003390,810.34
6991,PED-2024-003391,1209.97
6992,PED-2024-003392,721.75
6993,PED-2024-003393,534.89
6994,PED-2024-003394,882.93
6995,PED-2024-003395,1390.72
6996,PED-2024-003396,945.10
6997,PED-2024-003397,510.76
6998,PED-2024-003398,1127.09
6999,PED-2024-003399,1492.23
7000,PED-2024-003400,942.99
7001,PED-2024-003401,747.32
7002,PED-2024-003402,1372.85
7003,PED-2024-003403,2031.26
7004,PED-2024-003404,1353.67
7005,PED-2024-003405,829.52
7006,PED-2024-003406,1520.81
7007,PED-2024-003407,2244.98
7008,PED-2024-003408,1348.19
7009,PED-2024-003409,451.40
7010,PED-2024-003410,901.57
7011,PED-2024-003411,1384.62
7012,PED-2024-003412,1496.15
7013,PED-2024-003413,226.72
7014,PED-2024-003414,435.77
7015,PED-2024-003415,677.70
7016,PED-2024-003416,416.59
7017,PED-2024-003417,308.92
7018,PED-2024-003418,583.73
7019,PED-2024-003419,891.42
7020,PED-2024-003420,564.55
7021,PED-2024-003421,391.12
7022,PED-2024-003422,731.69
7023,PED-2024-003423,1105.14
7024,PED-2024-003424,712.51
7025,PED-2024-003425,473.32
7026,PED-2024-003426,879.65
