item_pedido_id,pedido_id,numero_item,produto_id,quantidade,preco_unitario,valor_bruto_item
13254,4827,2,68,7,123.16,862.12
13255,4828,1,54,8,103.98,831.84
13256,4828,2,71,1,127.27,127.27
13257,4829,1,57,2,108.09,216.18
13258,4829,2,74,3,131.38,394.14
13259,4830,1,60,4,112.20,448.80
13260,4830,2,77,5,135.49,677.45
13261,4831,1,63,6,116.31,697.86
13262,4831,2,80,7,139.60,977.20
13263,4832,1,66,8,120.42,963.36
13264,4832,2,83,1,143.71,143.71
13265,4833,1,69,2,124.53,249.06
13266,4833,2,86,3,147.82,443.46
13267,4834,1,72,4,128.64,514.56
13268,4834,2,89,5,151.93,759.65
13269,4835,1,75,6,132.75,796.50
13270,4835,2,92,7,156.04,1092.28
13271,4836,1,78,8,136.86,1094.88
13272,4836,2,95,1,160.15,160.15
13273,4837,1,81,2,140.97,281.94
13274,4837,2,98,3,164.26,492.78
13275,4838,1,84,4,145.08,580.32
13276,4838,2,101,5,168.37,841.85
13277,4839,1,87,6,149.19,895.14
13278,4839,2,104,7,172.48,1207.36
13279,4840,1,90,8,153.30,1226.40
13280,4840,2,107,1,176.59,176.59
13281,4841,1,93,2,157.41,314.82
13282,4841,2,110,3,180.70,542.10
13283,4842,1,96,4,161.52,646.08
13284,4842,2,1,5,31.37,156.85
13285,4843,1,99,6,165.63,993.78
13286,4843,2,4,7,35.48,248.36
13287,4844,1,102,8,169.74,1357.92
13288,4844,2,7,1,39.59,39.59
13289,4845,1,105,2,173.85,347.70
13290,4845,2,10,3,43.70,131.10
13291,4846,1,108,4,177.96,711.84
13292,4846,2,13,5,47.81,239.05
13293,4847,1,111,6,182.07,1092.42
13294,4847,2,16,7,51.92,363.44
13295,4848,1,2,8,32.74,261.92
13296,4848,2,19,1,56.03,56.03
13297,4849,1,5,2,36.85,73.70
13298,4849,2,22,3,60.14,180.42
13299,4850,1,8,4,40.96,163.84
13300,4850,2,25,5,64.25,321.25
13301,4851,1,11,6,45.07,270.42
13302,4851,2,28,7,68.36,478.52
13303,4852,1,14,8,49.18,393.44
13304,4852,2,31,1,72.47,72.47
13305,4853,1,17,2,53.29,106.58
13306,4853,2,34,3,76.58,229.74
13307,4854,1,20,4,57.40,229.60
13308,4854,2,37,5,80.69,403.45
13309,4855,1,23,6,61.51,369.06
13310,4855,2,40,7,84.80,593.60
13311,4856,1,26,8,65.62,524.96
13312,4856,2,43,1,88.91,88.91
13313,4857,1,29,2,69.73,139.46
13314,4857,2,46,3,93.02,279.06
13315,4858,1,32,4,73.84,295.36
13316,4858,2,49,5,97.13,485.65
13317,4859,1,35,6,77.95,467.70
13318,4859,2,52,7,101.24,708.68
13319,4860,1,38,8,82.06,656.48
13320,4860,2,55,1,105.35,105.35
13321,4861,1,41,2,86.17,172.34
13322,4861,2,58,3,109.46,328.38
13323,4862,1,44,4,90.28,361.12
13324,4862,2,61,5,113.57,567.85
13325,4863,1,47,6,94.39,566.34
13326,4863,2,64,7,117.68,823.76
13327,4864,1,50,8,98.50,788.00
13328,4864,2,67,1,121.79,121.79
13329,4865,1,53,2,102.61,205.22
13330,4865,2,70,3,125.90,377.70
13331,4866,1,56,4,106.72,426.88
13332,4866,2,73,5,130.01,650.05
13333,4867,1,59,6,110.83,664.98
13334,4867,2,76,7,134.12,938.84
13335,4868,1,62,8,114.94,919.52
13336,4868,2,79,1,138.23,138.23
13337,4869,1,65,2,119.05,238.10
13338,4869,2,82,3,142.34,427.02
13339,4870,1,68,4,123.16,492.64
13340,4870,2,85,5,146.45,732.25
13341,4871,1,71,6,127.27,763.62
13342,4871,2,88,7,150.56,1053.92
13343,4872,1,74,8,131.38,1051.04
13344,4872,2,91,1,154.67,154.67
13345,4873,1,77,2,135.49,270.98
13346,4873,2,94,3,158.78,476.34
13347,4874,1,80,4,139.60,558.40
13348,4874,2,97,5,162.89,814.45
13349,4875,1,83,6,143.71,862.26
13350,4875,2,100,7,167.00,1169.00
13351,4876,1,86,8,147.82,1182.56
13352,4876,2,103,1,171.11,171.11
13353,4877,1,89,2,151.93,303.86
13354,4877,2,106,3,175.22,525.66
13355,4878,1,92,4,156.04,624.16
13356,4878,2,109,5,179.33,896.65
13357,4879,1,95,6,160.15,960.90
13358,4879,2,112,7,183.44,1284.08
13359,4880,1,98,8,164.26,1314.08
13360,4880,2,3,1,34.11,34.11
13361,4881,1,101,2,168.37,336.74
13362,4881,2,6,3,38.22,114.66
13363,4882,1,104,4,172.48,689.92
13364,4882,2,9,5,42.33,211.65
13365,4883,1,107,6,176.59,1059.54
13366,4883,2,12,7,46.44,325.08
13367,4884,1,110,8,180.70,1445.60
13368,4884,2,15,1,50.55,50.55
13369,4885,1,1,2,31.37,62.74
13370,4885,2,18,3,54.66,163.98
13371,4886,1,4,4,35.48,141.92
13372,4886,2,21,5,58.77,293.85
13373,4887,1,7,6,39.59,237.54
13374,4887,2,24,7,62.88,440.16
13375,4888,1,10,8,43.70,349.60
13376,4888,2,27,1,66.99,66.99
13377,4889,1,13,2,47.81,95.62
13378,4889,2,30,3,71.10,213.30
13379,4890,1,16,4,51.92,207.68
13380,4890,2,33,5,75.21,376.05
13381,4891,1,19,6,56.03,336.18
13382,4891,2,36,7,79.32,555.24
13383,4892,1,22,8,60.14,481.12
13384,4892,2,39,1,83.43,83.43
13385,4893,1,25,2,64.25,128.50
13386,4893,2,42,3,87.54,262.62
13387,4894,1,28,4,68.36,273.44
13388,4894,2,45,5,91.65,458.25
13389,4895,1,31,6,72.47,434.82
13390,4895,2,48,7,95.76,670.32
13391,4896,1,34,8,76.58,612.64
13392,4896,2,51,1,99.87,99.87
13393,4897,1,37,2,80.69,161.38
13394,4897,2,54,3,103.98,311.94
13395,4898,1,40,4,84.80,339.20
13396,4898,2,57,5,108.09,540.45
13397,4899,1,43,6,88.91,533.46
13398,4899,2,60,7,112.20,785.40
13399,4900,1,46,8,93.02,744.16
13400,4900,2,63,1,116.31,116.31
13401,4901,1,49,2,97.13,194.26
13402,4901,2,66,3,120.42,361.26
13403,4902,1,52,4,101.24,404.96
13404,4902,2,69,5,124.53,622.65
13405,4903,1,55,6,105.35,632.10
13406,4903,2,72,7,128.64,900.48
13407,4904,1,58,8,109.46,875.68
13408,4904,2,75,1,132.75,132.75
13409,4905,1,61,2,113.57,227.14
13410,4905,2,78,3,136.86,410.58
13411,4906,1,64,4,117.68,470.72
13412,4906,2,81,5,140.97,704.85
13413,4907,1,67,6,121.79,730.74
13414,4907,2,84,7,145.08,1015.56
13415,4908,1,70,8,125.90,1007.20
13416,4908,2,87,1,149.19,149.19
13417,4909,1,73,2,130.01,260.02
13418,4909,2,90,3,153.30,459.90
13419,4910,1,76,4,134.12,536.48
13420,4910,2,93,5,157.41,787.05
13421,4911,1,79,6,138.23,829.38
13422,4911,2,96,7,161.52,1130.64
13423,4912,1,82,8,142.34,1138.72
13424,4912,2,99,1,165.63,165.63
13425,4913,1,85,2,146.45,292.90
13426,4913,2,102,3,169.74,509.22
13427,4914,1,88,4,150.56,602.24
13428,4914,2,105,5,173.85,869.25
13429,4915,1,91,6,154.67,928.02
13430,4915,2,108,7,177.96,1245.72
13431,4916,1,94,8,158.78,1270.24
13432,4916,2,111,1,182.07,182.07
13433,4917,1,97,2,162.89,325.78
13434,4917,2,2,3,32.74,98.22
13435,4918,1,100,4,167.00,668.00
13436,4918,2,5,5,36.85,184.25
13437,4919,1,103,6,171.11,1026.66
13438,4919,2,8,7,40.96,286.72
13439,4920,1,106,8,175.22,1401.76
13440,4920,2,11,1,45.07,45.07
13441,4921,1,109,2,179.33,358.66
13442,4921,2,14,3,49.18,147.54
13443,4922,1,112,4,183.44,733.76
13444,4922,2,17,5,53.29,266.45
13445,4923,1,3,6,34.11,204.66
13446,4923,2,20,7,57.40,401.80
13447,4924,1,6,8,38.22,305.76
13448,4924,2,23,1,61.51,61.51
13449,4925,1,9,2,42.33,84.66
13450,4925,2,26,3,65.62,196.86
13451,4926,1,12,4,46.44,185.76
13452,4926,2,29,5,69.73,348.65
13453,4927,1,15,6,50.55,303.30
13454,4927,2,32,7,73.84,516.88
13455,4928,1,18,8,54.66,437.28
13456,4928,2,35,1,77.95,77.95
13457,4929,1,21,2,58.77,117.54
13458,4929,2,38,3,82.06,246.18
13459,4930,1,24,4,62.88,251.52
13460,4930,2,41,5,86.17,430.85
13461,4931,1,27,6,66.99,401.94
13462,4931,2,44,7,90.28,631.96
13463,4932,1,30,8,71.10,568.80
13464,4932,2,47,1,94.39,94.39
13465,4933,1,33,2,75.21,150.42
13466,4933,2,50,3,98.50,295.50
13467,4934,1,36,4,79.32,317.28
13468,4934,2,53,5,102.61,513.05
13469,4935,1,39,6,83.43,500.58
13470,4935,2,56,7,106.72,747.04
13471,4936,1,42,8,87.54,700.32
13472,4936,2,59,1,110.83,110.83
13473,4937,1,45,2,91.65,183.30
13474,4937,2,62,3,114.94,344.82
13475,4938,1,48,4,95.76,383.04
13476,4938,2,65,5,119.05,595.25
13477,4939,1,51,6,99.87,599.22
13478,4939,2,68,7,123.16,862.12
13479,4940,1,54,8,103.98,831.84
13480,4940,2,71,1,127.27,127.27
13481,4941,1,57,2,108.09,216.18
13482,4941,2,74,3,131.38,394.14
13483,4942,1,60,4,112.20,448.80
13484,4942,2,77,5,135.49,677.45
13485,4943,1,63,6,116.31,697.86
13486,4943,2,80,7,139.60,977.20
13487,4944,1,66,8,120.42,963.36
13488,4944,2,83,1,143.71,143.71
13489,4945,1,69,2,124.53,249.06
13490,4945,2,86,3,147.82,443.46
13491,4946,1,72,4,128.64,514.56
13492,4946,2,89,5,151.93,759.65
13493,4947,1,75,6,132.75,796.50
13494,4947,2,92,7,156.04,1092.28
13495,4948,1,78,8,136.86,1094.88
13496,4948,2,95,1,160.15,160.15
13497,4949,1,81,2,140.97,281.94
13498,4949,2,98,3,164.26,492.78
13499,4950,1,84,4,145.08,580.32
13500,4950,2,101,5,168.37,841.85
13501,4951,1,87,6,149.19,895.14
13502,4951,2,104,7,172.48,1207.36
13503,4952,1,90,8,153.30,1226.40
13504,4952,2,107,1,176.59,176.59
13505,4953,1,93,2,157.41,314.82
13506,4953,2,110,3,180.70,542.10
13507,4954,1,96,4,161.52,646.08
13508,4954,2,1,5,31.37,156.85
13509,4955,1,99,6,165.63,993.78
13510,4955,2,4,7,35.48,248.36
13511,4956,1,102,8,169.74,1357.92
13512,4956,2,7,1,39.59,39.59
13513,4957,1,105,2,173.85,347.70
13514,4957,2,10,3,43.70,131.10
13515,4958,1,108,4,177.96,711.84
13516,4958,2,13,5,47.81,239.05
13517,4959,1,111,6,182.07,1092.42
13518,4959,2,16,7,51.92,363.44
13519,4960,1,2,8,32.74,261.92
13520,4960,2,19,1,56.03,56.03
13521,4961,1,5,2,36.85,73.70
13522,4961,2,22,3,60.14,180.42
13523,4962,1,8,4,40.96,163.84
13524,4962,2,25,5,64.25,321.25
13525,4963,1,11,6,45.07,270.42
13526,4963,2,28,7,68.36,478.52
13527,4964,1,14,8,49.18,393.44
13528,4964,2,31,1,72.47,72.47
13529,4965,1,17,2,53.29,106.58
13530,4965,2,34,3,76.58,229.74
13531,4966,1,20,4,57.40,229.60
13532,4966,2,37,5,80.69,403.45
13533,4967,1,23,6,61.51,369.06
13534,4967,2,40,7,84.80,593.60
13535,4968,1,26,8,65.62,524.96
13536,4968,2,43,1,88.91,88.91
13537,4969,1,29,2,69.73,139.46
13538,4969,2,46,3,93.02,279.06
13539,4970,1,32,4,73.84,295.36
13540,4970,2,49,5,97.13,485.65
13541,4971,1,35,6,77.95,467.70
13542,4971,2,52,7,101.24,708.68
13543,4972,1,38,8,82.06,656.48
13544,4972,2,55,1,105.35,105.35
13545,4973,1,41,2,86.17,172.34
13546,4973,2,58,3,109.46,328.38
13547,4974,1,44,4,90.28,361.12
13548,4974,2,61,5,113.57,567.85
13549,4975,1,47,6,94.39,566.34
13550,4975,2,64,7,117.68,823.76
13551,4976,1,50,8,98.50,788.00
13552,4976,2,67,1,121.79,121.79
13553,4977,1,53,2,102.61,205.22
13554,4977,2,70,3,125.90,377.70
13555,4978,1,56,4,106.72,426.88
13556,4978,2,73,5,130.01,650.05
13557,4979,1,59,6,110.83,664.98
13558,4979,2,76,7,134.12,938.84
13559,4980,1,62,8,114.94,919.52
13560,4980,2,79,1,138.23,138.23
13561,4981,1,65,2,119.05,238.10
13562,4981,2,82,3,142.34,427.02
13563,4982,1,68,4,123.16,492.64
13564,4982,2,85,5,146.45,732.25
13565,4983,1,71,6,127.27,763.62
13566,4983,2,88,7,150.56,1053.92
13567,4984,1,74,8,131.38,1051.04
13568,4984,2,91,1,154.67,154.67
13569,4985,1,77,2,135.49,270.98
13570,4985,2,94,3,158.78,476.34
13571,4986,1,80,4,139.60,558.40
13572,4986,2,97,5,162.89,814.45
13573,4987,1,83,6,143.71,862.26
13574,4987,2,100,7,167.00,1169.00
13575,4988,1,86,8,147.82,1182.56
13576,4988,2,103,1,171.11,171.11
13577,4989,1,89,2,151.93,303.86
13578,4989,2,106,3,175.22,525.66
13579,4990,1,92,4,156.04,624.16
13580,4990,2,109,5,179.33,896.65
13581,4991,1,95,6,160.15,960.90
13582,4991,2,112,7,183.44,1284.08
13583,4992,1,98,8,164.26,1314.08
13584,4992,2,3,1,34.11,34.11
13585,4993,1,101,2,168.37,336.74
13586,4993,2,6,3,38.22,114.66
13587,4994,1,104,4,172.48,689.92
13588,4994,2,9,5,42.33,211.65
13589,4995,1,107,6,176.59,1059.54
13590,4995,2,12,7,46.44,325.08
13591,4996,1,110,8,180.70,1445.60
13592,4996,2,15,1,50.55,50.55
13593,4997,1,1,2,31.37,62.74
13594,4997,2,18,3,54.66,163.98
13595,4998,1,4,4,35.48,141.92
13596,4998,2,21,5,58.77,293.85
13597,4999,1,7,6,39.59,237.54
13598,4999,2,24,7,62.88,440.16
13599,5000,1,10,8,43.70,349.60
13600,5000,2,27,1,66.99,66.99
13601,5001,1,13,2,47.81,95.62
13602,5001,2,30,3,71.10,213.30
13603,5002,1,16,4,51.92,207.68
13604,5002,2,33,5,75.21,376.05
13605,5003,1,19,6,56.03,336.18
13606,5003,2,36,7,79.32,555.24
13607,5004,1,22,8,60.14,481.12
13608,5004,2,39,1,83.43,83.43
13609,5005,1,25,2,64.25,128.50
13610,5005,2,42,3,87.54,262.62
13611,5006,1,28,4,68.36,273.44
13612,5006,2,45,5,91.65,458.25
13613,5007,1,31,6,72.47,434.82
13614,5007,2,48,7,95.76,670.32
13615,5008,1,34,8,76.58,612.64
13616,5008,2,51,1,99.87,99.87
13617,5009,1,37,2,80.69,161.38
13618,5009,2,54,3,103.98,311.94
13619,5010,1,40,4,84.80,339.20
13620,5010,2,57,5,108.09,540.45
13621,5011,1,43,6,88.91,533.46
13622,5011,2,60,7,112.20,785.40
13623,5012,1,46,8,93.02,744.16
13624,5012,2,63,1,116.31,116.31
13625,5013,1,49,2,97.13,194.26
13626,5013,2,66,3,120.42,361.26
13627,5014,1,52,4,101.24,404.96
13628,5014,2,69,5,124.53,622.65
13629,5015,1,55,6,105.35,632.10
13630,5015,2,72,7,128.64,900.48
13631,5016,1,58,8,109.46,875.68
13632,5016,2,75,1,132.75,132.75
13633,5017,1,61,2,113.57,227.14
13634,5017,2,78,3,136.86,410.58
13635,5018,1,64,4,117.68,470.72
13636,5018,2,81,5,140.97,704.85
13637,5019,1,67,6,121.79,730.74
13638,5019,2,84,7,145.08,1015.56
13639,5020,1,70,8,125.90,1007.20
13640,5020,2,87,1,149.19,149.19
13641,5021,1,73,2,130.01,260.02
13642,5021,2,90,3,153.30,459.90
13643,5022,1,76,4,134.12,536.48
13644,5022,2,93,5,157.41,787.05
13645,5023,1,79,6,138.23,829.38
13646,5023,2,96,7,161.52,1130.64
13647,5024,1,82,8,142.34,1138.72
13648,5024,2,99,1,165.63,165.63
13649,5025,1,85,2,146.45,292.90
13650,5025,2,102,3,169.74,509.22
13651,5026,1,88,4,150.56,602.24
13652,5026,2,105,5,173.85,869.25
13653,5027,1,91,6,154.67,928.02
13654,5027,2,108,7,177.96,1245.72
13655,5028,1,94,8,158.78,1270.24
13656,5028,2,111,1,182.07,182.07
13657,5029,1,97,2,162.89,325.78
13658,5029,2,2,3,32.74,98.22
13659,5030,1,100,4,167.00,668.00
13660,5030,2,5,5,36.85,184.25
13661,5031,1,103,6,171.11,1026.66
13662,5031,2,8,7,40.96,286.72
13663,5032,1,106,8,175.22,1401.76
13664,5032,2,11,1,45.07,45.07
13665,5033,1,109,2,179.33,358.66
13666,5033,2,14,3,49.18,147.54
13667,5034,1,112,4,183.44,733.76
13668,5034,2,17,5,53.29,266.45
13669,5035,1,3,6,34.11,204.66
13670,5035,2,20,7,57.40,401.80
13671,5036,1,6,8,38.22,305.76
13672,5036,2,23,1,61.51,61.51
13673,5037,1,9,2,42.33,84.66
13674,5037,2,26,3,65.62,196.86
13675,5038,1,12,4,46.44,185.76
13676,5038,2,29,5,69.73,348.65
13677,5039,1,15,6,50.55,303.30
13678,5039,2,32,7,73.84,516.88
13679,5040,1,18,8,54.66,437.28
13680,5040,2,35,1,77.95,77.95
13681,5041,1,21,2,58.77,117.54
13682,5041,2,38,3,82.06,246.18
13683,5042,1,24,4,62.88,251.52
13684,5042,2,41,5,86.17,430.85
13685,5043,1,27,6,66.99,401.94
13686,5043,2,44,7,90.28,631.96
13687,5044,1,30,8,71.10,568.80
13688,5044,2,47,1,94.39,94.39
13689,5045,1,33,2,75.21,150.42
13690,5045,2,50,3,98.50,295.50
13691,5046,1,36,4,79.32,317.28
13692,5046,2,53,5,102.61,513.05
13693,5047,1,39,6,83.43,500.58
13694,5047,2,56,7,106.72,747.04
13695,5048,1,42,8,87.54,700.32
13696,5048,2,59,1,110.83,110.83
13697,5049,1,45,2,91.65,183.30
13698,5049,2,62,3,114.94,344.82
13699,5050,1,48,4,95.76,383.04
13700,5050,2,65,5,119.05,595.25
13701,5051,1,51,6,99.87,599.22
13702,5051,2,68,7,123.16,862.12
13703,5052,1,54,8,103.98,831.84
13704,5052,2,71,1,127.27,127.27
13705,5053,1,57,2,108.09,216.18
13706,5053,2,74,3,131.38,394.14
13707,5054,1,60,4,112.20,448.80
13708,5054,2,77,5,135.49,677.45
13709,5055,1,63,6,116.31,697.86
13710,5055,2,80,7,139.60,977.20
13711,5056,1,66,8,120.42,963.36
13712,5056,2,83,1,143.71,143.71
13713,5057,1,69,2,124.53,249.06
13714,5057,2,86,3,147.82,443.46
13715,5058,1,72,4,128.64,514.56
13716,5058,2,89,5,151.93,759.65
13717,5059,1,75,6,132.75,796.50
13718,5059,2,92,7,156.04,1092.28
13719,5060,1,78,8,136.86,1094.88
13720,5060,2,95,1,160.15,160.15
13721,5061,1,81,2,140.97,281.94
13722,5061,2,98,3,164.26,492.78
13723,5062,1,84,4,145.08,580.32
13724,5062,2,101,5,168.37,841.85
13725,5063,1,87,6,149.19,895.14
13726,5063,2,104,7,172.48,1207.36
13727,5064,1,90,8,153.30,1226.40
13728,5064,2,107,1,176.59,176.59
13729,5065,1,93,2,157.41,314.82
13730,5065,2,110,3,180.70,542.10
13731,5066,1,96,4,161.52,646.08
13732,5066,2,1,5,31.37,156.85
13733,5067,1,99,6,165.63,993.78
13734,5067,2,4,7,35.48,248.36
13735,5068,1,102,8,169.74,1357.92
13736,5068,2,7,1,39.59,39.59
13737,5069,1,105,2,173.85,347.70
13738,5069,2,10,3,43.70,131.10
13739,5070,1,108,4,177.96,711.84
13740,5070,2,13,5,47.81,239.05
13741,5071,1,111,6,182.07,1092.42
13742,5071,2,16,7,51.92,363.44
13743,5072,1,2,8,32.74,261.92
13744,5072,2,19,1,56.03,56.03
13745,5073,1,5,2,36.85,73.70
13746,5073,2,22,3,60.14,180.42
13747,5074,1,8,4,40.96,163.84
13748,5074,2,25,5,64.25,321.25
13749,5075,1,11,6,45.07,270.42
13750,5075,2,28,7,68.36,478.52
13751,5076,1,14,8,49.18,393.44
13752,5076,2,31,1,72.47,72.47
13753,5077,1,17,2,53.29,106.58
13754,5077,2,34,3,76.58,229.74
13755,5078,1,20,4,57.40,229.60
13756,5078,2,37,5,80.69,403.45
13757,5079,1,23,6,61.51,369.06
13758,5079,2,40,7,84.80,593.60
13759,5080,1,26,8,65.62,524.96
13760,5080,2,43,1,88.91,88.91
13761,5081,1,29,2,69.73,139.46
13762,5081,2,46,3,93.02,279.06
13763,5082,1,32,4,73.84,295.36
13764,5082,2,49,5,97.13,485.65
13765,5083,1,35,6,77.95,467.70
13766,5083,2,52,7,101.24,708.68
13767,5084,1,38,8,82.06,656.48
13768,5084,2,55,1,105.35,105.35
13769,5085,1,41,2,86.17,172.34
13770,5085,2,58,3,109.46,328.38
13771,5086,1,44,4,90.28,361.12
13772,5086,2,61,5,113.57,567.85
13773,5087,1,47,6,94.39,566.34
13774,5087,2,64,7,117.68,823.76
13775,5088,1,50,8,98.50,788.00
13776,5088,2,67,1,121.79,121.79
13777,5089,1,53,2,102.61,205.22
13778,5089,2,70,3,125.90,377.70
13779,5090,1,56,4,106.72,426.88
13780,5090,2,73,5,130.01,650.05
13781,5091,1,59,6,110.83,664.98
13782,5091,2,76,7,134.12,938.84
13783,5092,1,62,8,114.94,919.52
13784,5092,2,79,1,138.23,138.23
13785,5093,1,65,2,119.05,238.10
13786,5093,2,82,3,142.34,427.02
13787,5094,1,68,4,123.16,492.64
13788,5094,2,85,5,146.45,732.25
13789,5095,1,71,6,127.27,763.62
13790,5095,2,88,7,150.56,1053.92
13791,5096,1,74,8,131.38,1051.04
13792,5096,2,91,1,154.67,154.67
13793,5097,1,77,2,135.49,270.98
13794,5097,2,94,3,158.78,476.34
13795,5098,1,80,4,139.60,558.40
13796,5098,2,97,5,162.89,814.45
13797,5099,1,83,6,143.71,862.26
13798,5099,2,100,7,167.00,1169.00
13799,5100,1,86,8,147.82,1182.56
13800,5100,2,103,1,171.11,171.11
13801,5101,1,89,2,151.93,303.86
13802,5101,2,106,3,175.22,525.66
13803,5102,1,92,4,156.04,624.16
13804,5102,2,109,5,179.33,896.65
13805,5103,1,95,6,160.15,960.90
13806,5103,2,112,7,183.44,1284.08
13807,5104,1,98,8,164.26,1314.08
13808,5104,2,3,1,34.11,34.11
13809,5105,1,101,2,168.37,336.74
13810,5105,2,6,3,38.22,114.66
13811,5106,1,104,4,172.48,689.92
13812,5106,2,9,5,42.33,211.65
13813,5107,1,107,6,176.59,1059.54
13814,5107,2,12,7,46.44,325.08
13815,5108,1,110,8,180.70,1445.60
13816,5108,2,15,1,50.55,50.55
13817,5109,1,1,2,31.37,62.74
13818,5109,2,18,3,54.66,163.98
13819,5110,1,4,4,35.48,141.92
13820,5110,2,21,5,58.77,293.85
13821,5111,1,7,6,39.59,237.54
13822,5111,2,24,7,62.88,440.16
13823,5112,1,10,8,43.70,349.60
13824,5112,2,27,1,66.99,66.99
13825,5113,1,13,2,47.81,95.62
13826,5113,2,30,3,71.10,213.30
13827,5114,1,16,4,51.92,207.68
13828,5114,2,33,5,75.21,376.05
13829,5115,1,19,6,56.03,336.18
13830,5115,2,36,7,79.32,555.24
13831,5116,1,22,8,60.14,481.12
13832,5116,2,39,1,83.43,83.43
13833,5117,1,25,2,64.25,128.50
13834,5117,2,42,3,87.54,262.62
13835,5118,1,28,4,68.36,273.44
13836,5118,2,45,5,91.65,458.25
13837,5119,1,31,6,72.47,434.82
13838,5119,2,48,7,95.76,670.32
13839,5120,1,34,8,76.58,612.64
13840,5120,2,51,1,99.87,99.87
13841,5121,1,37,2,80.69,161.38
13842,5121,2,54,3,103.98,311.94
13843,5122,1,40,4,84.80,339.20
13844,5122,2,57,5,108.09,540.45
13845,5123,1,43,6,88.91,533.46
13846,5123,2,60,7,112.20,785.40
13847,5124,1,46,8,93.02,744.16
13848,5124,2,63,1,116.31,116.31
13849,5125,1,49,2,97.13,194.26
13850,5125,2,66,3,120.42,361.26
13851,5126,1,52,4,101.24,404.96
13852,5126,2,69,5,124.53,622.65
13853,5127,1,55,6,105.35,632.10
13854,5127,2,72,7,128.64,900.48
13855,5128,1,58,8,109.46,875.68
13856,5128,2,75,1,132.75,132.75
13857,5129,1,61,2,113.57,227.14
13858,5129,2,78,3,136.86,410.58
13859,5130,1,64,4,117.68,470.72
13860,5130,2,81,5,140.97,704.85
13861,5131,1,67,6,121.79,730.74
13862,5131,2,84,7,145.08,1015.56
13863,5132,1,70,8,125.90,1007.20
13864,5132,2,87,1,149.19,149.19
13865,5133,1,73,2,130.01,260.02
13866,5133,2,90,3,153.30,459.90
13867,5134,1,76,4,134.12,536.48
13868,5134,2,93,5,157.41,787.05
13869,5135,1,79,6,138.23,829.38
13870,5135,2,96,7,161.52,1130.64
13871,5136,1,82,8,142.34,1138.72
13872,5136,2,99,1,165.63,165.63
13873,5137,1,85,2,146.45,292.90
13874,5137,2,102,3,169.74,509.22
13875,5138,1,88,4,150.56,602.24
13876,5138,2,105,5,173.85,869.25
13877,5139,1,91,6,154.67,928.02
13878,5139,2,108,7,177.96,1245.72
13879,5140,1,94,8,158.78,1270.24
13880,5140,2,111,1,182.07,182.07
13881,5141,1,97,2,162.89,325.78
13882,5141,2,2,3,32.74,98.22
13883,5142,1,100,4,167.00,668.00
13884,5142,2,5,5,36.85,184.25
13885,5143,1,103,6,171.11,1026.66
13886,5143,2,8,7,40.96,286.72
13887,5144,1,106,8,175.22,1401.76
13888,5144,2,11,1,45.07,45.07
13889,5145,1,109,2,179.33,358.66
13890,5145,2,14,3,49.18,147.54
13891,5146,1,112,4,183.44,733.76
13892,5146,2,17,5,53.29,266.45
13893,5147,1,3,6,34.11,204.66
13894,5147,2,20,7,57.40,401.80
13895,5148,1,6,8,38.22,305.76
13896,5148,2,23,1,61.51,61.51
13897,5149,1,9,2,42.33,84.66
13898,5149,2,26,3,65.62,196.86
13899,5150,1,12,4,46.44,185.76
13900,5150,2,29,5,69.73,348.65
13901,5151,1,15,6,50.55,303.30
13902,5151,2,32,7,73.84,516.88
13903,5152,1,18,8,54.66,437.28
13904,5152,2,35,1,77.95,77.95
13905,5153,1,21,2,58.77,117.54
13906,5153,2,38,3,82.06,246.18
13907,5154,1,24,4,62.88,251.52
13908,5154,2,41,5,86.17,430.85
13909,5155,1,27,6,66.99,401.94
13910,5155,2,44,7,90.28,631.96
13911,5156,1,30,8,71.10,568.80
13912,5156,2,47,1,94.39,94.39
13913,5157,1,33,2,75.21,150.42
13914,5157,2,50,3,98.50,295.50
13915,5158,1,36,4,79.32,317.28
13916,5158,2,53,5,102.61,513.05
13917,5159,1,39,6,83.43,500.58
13918,5159,2,56,7,106.72,747.04
13919,5160,1,42,8,87.54,700.32
13920,5160,2,59,1,110.83,110.83
13921,5161,1,45,2,91.65,183.30
13922,5161,2,62,3,114.94,344.82
13923,5162,1,48,4,95.76,383.04
13924,5162,2,65,5,119.05,595.25
13925,5163,1,51,6,99.87,599.22
13926,5163,2,68,7,123.16,862.12
13927,5164,1,54,8,103.98,831.84
13928,5164,2,71,1,127.27,127.27
13929,5165,1,57,2,108.09,216.18
13930,5165,2,74,3,131.38,394.14
13931,5166,1,60,4,112.20,448.80
13932,5166,2,77,5,135.49,677.45
13933,5167,1,63,6,116.31,697.86
13934,5167,2,80,7,139.60,977.20
13935,5168,1,66,8,120.42,963.36
13936,5168,2,83,1,143.71,143.71
13937,5169,1,69,2,124.53,249.06
13938,5169,2,86,3,147.82,443.46
13939,5170,1,72,4,128.64,514.56
13940,5170,2,89,5,151.93,759.65
13941,5171,1,75,6,132.75,796.50
13942,5171,2,92,7,156.04,1092.28
13943,5172,1,78,8,136.86,1094.88
13944,5172,2,95,1,160.15,160.15
13945,5173,1,81,2,140.97,281.94
13946,5173,2,98,3,164.26,492.78
13947,5174,1,84,4,145.08,580.32
