numero_pedido,saldo_financeiro,total_esperado,diferenca
PED-2024-002511,2257.88,2257.88,0.00
PED-2024-002512,1361.09,1361.09,0.00
PED-2024-002513,464.30,464.30,0.00
PED-2024-002514,914.47,914.47,0.00
PED-2024-002515,1397.52,1397.52,0.00
PED-2024-002516,1509.05,1509.05,0.00
PED-2024-002517,239.62,239.62,0.00
PED-2024-002518,448.67,448.67,0.00
PED-2024-002519,690.60,690.60,0.00
PED-2024-002520,429.49,429.49,0.00
PED-2024-002521,321.82,321.82,0.00
PED-2024-002522,596.63,596.63,0.00
PED-2024-002523,904.32,904.32,0.00
PED-2024-002524,577.45,577.45,0.00
PED-2024-002525,404.02,404.02,0.00
PED-2024-002526,744.59,744.59,0.00
PED-2024-002527,1118.04,1118.04,0.00
PED-2024-002528,725.41,725.41,0.00
PED-2024-002529,486.22,486.22,0.00
PED-2024-002530,892.55,892.55,0.00
PED-2024-002531,1213.95,1213.95,0.00
PED-2024-002532,695.50,695.50,0.00
PED-2024-002533,522.60,522.60,0.00
PED-2024-002534,855.29,855.29,0.00
PED-2024-002535,1342.49,1342.49,0.00
PED-2024-002536,913.90,913.90,0.00
PED-2024-002537,502.57,502.57,0.00
PED-2024-002538,1094.50,1094.50,0.00
PED-2024-002539,1446.57,1446.57,0.00
PED-2024-002540,910.08,910.08,0.00
PED-2024-002541,637.85,637.85,0.00
PED-2024-002542,1032.40,1032.40,0.00
PED-2024-002543,1818.41,1818.41,0.00
PED-2024-002544,1113.33,1113.33,0.00
PED-2024-002545,716.36,716.36,0.00
PED-2024-002546,1293.84,1293.84,0.00
PED-2024-002547,1689.63,1689.63,0.00
PED-2024-002548,1383.57,1383.57,0.00
PED-2024-002549,368.42,368.42,0.00
PED-2024-002550,698.15,698.15,0.00
PED-2024-002551,1313.38,1313.38,0.00
PED-2024-002552,1446.83,1446.83,0.00
PED-2024-002553,506.20,506.20,0.00
PED-2024-002554,1000.21,1000.21,0.00
PED-2024-002555,606.46,606.46,0.00
PED-2024-002556,367.27,367.27,0.00
PED-2024-002557,281.52,281.52,0.00
PED-2024-002558,534.41,534.41,0.00
PED-2024-002559,820.18,820.18,0.00
PED-2024-002560,515.23,515.23,0.00
PED-2024-002561,363.72,363.72,0.00
PED-2024-002562,682.37,682.37,0.00
PED-2024-002563,1033.90,1033.90,0.00
PED-2024-002564,663.19,663.19,0.00
PED-2024-002565,445.92,445.92,0.00
PED-2024-002566,830.33,830.33,0.00
PED-2024-002567,1247.62,1247.62,0.00
PED-2024-002568,811.15,811.15,0.00
PED-2024-002569,528.12,528.12,0.00
PED-2024-002570,978.29,978.29,0.00
PED-2024-002571,1461.34,1461.34,0.00
PED-2024-002572,959.11,959.11,0.00
PED-2024-002573,610.32,610.32,0.00
PED-2024-002574,1126.25,1126.25,0.00
PED-2024-002575,1675.06,1675.06,0.00
PED-2024-002576,1107.07,1107.07,0.00
PED-2024-002577,692.52,692.52,0.00
PED-2024-002578,1274.21,1274.21,0.00
PED-2024-002579,1888.78,1888.78,0.00
PED-2024-002580,1255.03,1255.03,0.00
PED-2024-002581,700.83,700.83,0.00
PED-2024-002582,1095.68,1095.68,0.00
PED-2024-002583,1937.12,1937.12,0.00
PED-2024-002584,1183.76,1183.76,0.00
PED-2024-002585,751.13,751.13,0.00
PED-2024-002586,714.83,714.83,0.00
PED-2024-002587,981.33,981.33,0.00
PED-2024-002588,1325.72,1325.72,0.00
PED-2024-002589,400.44,400.44,0.00
PED-2024-002590,760.98,760.98,0.00
PED-2024-002591,1292.20,1292.20,0.00
PED-2024-002592,251.63,251.63,0.00
PED-2024-002593,232.41,232.41,0.00
PED-2024-002594,396.28,396.28,0.00
PED-2024-002595,657.51,657.51,0.00
PED-2024-002596,415.76,415.76,0.00
PED-2024-002597,257.60,257.60,0.00
PED-2024-002598,581.27,581.27,0.00
PED-2024-002599,788.62,788.62,0.00
PED-2024-002600,482.67,482.67,0.00
PED-2024-002601,418.52,418.52,0.00
PED-2024-002602,781.01,781.01,0.00
PED-2024-002603,1176.38,1176.38,0.00
PED-2024-002604,761.83,761.83,0.00
PED-2024-002605,500.72,500.72,0.00
PED-2024-002606,928.97,928.97,0.00
PED-2024-002607,1390.10,1390.10,0.00
PED-2024-002608,909.79,909.79,0.00
PED-2024-002609,582.92,582.92,0.00
PED-2024-002610,1076.93,1076.93,0.00
PED-2024-002611,1603.82,1603.82,0.00
PED-2024-002612,1057.75,1057.75,0.00
PED-2024-002613,665.12,665.12,0.00
PED-2024-002614,1224.89,1224.89,0.00
PED-2024-002615,1817.54,1817.54,0.00
PED-2024-002616,1205.71,1205.71,0.00
PED-2024-002617,747.32,747.32,0.00
PED-2024-002618,1372.85,1372.85,0.00
PED-2024-002619,2031.26,2031.26,0.00
PED-2024-002620,1353.67,1353.67,0.00
PED-2024-002621,829.52,829.52,0.00
PED-2024-002622,1520.81,1520.81,0.00
PED-2024-002623,2244.98,2244.98,0.00
PED-2024-002624,1348.19,1348.19,0.00
PED-2024-002625,451.40,451.40,0.00
PED-2024-002626,901.57,901.57,0.00
PED-2024-002627,1384.62,1384.62,0.00
PED-2024-002628,1496.15,1496.15,0.00
PED-2024-002629,226.72,226.72,0.00
PED-2024-002630,435.77,435.77,0.00
PED-2024-002631,611.69,611.69,0.00
PED-2024-002632,329.93,329.93,0.00
PED-2024-002633,282.81,282.81,0.00
PED-2024-002634,477.41,477.41,0.00
PED-2024-002635,779.70,779.70,0.00
PED-2024-002636,503.96,503.96,0.00
PED-2024-002637,299.78,299.78,0.00
PED-2024-002638,672.25,672.25,0.00
PED-2024-002639,905.87,905.87,0.00
PED-2024-002640,554.40,554.40,0.00
PED-2024-002641,410.43,410.43,0.00
PED-2024-002642,676.71,676.71,0.00
PED-2024-002643,1213.68,1213.68,0.00
PED-2024-002644,725.61,725.61,0.00
PED-2024-002645,488.90,488.90,0.00
PED-2024-002646,893.78,893.78,0.00
PED-2024-002647,1181.04,1181.04,0.00
PED-2024-002648,951.40,951.40,0.00
PED-2024-002649,521.55,521.55,0.00
PED-2024-002650,1057.89,1057.89,0.00
PED-2024-002651,1746.30,1746.30,0.00
PED-2024-002652,1156.39,1156.39,0.00
PED-2024-002653,719.92,719.92,0.00
PED-2024-002654,1323.53,1323.53,0.00
PED-2024-002655,1960.02,1960.02,0.00
PED-2024-002656,1304.35,1304.35,0.00
PED-2024-002657,802.12,802.12,0.00
PED-2024-002658,1471.49,1471.49,0.00
PED-2024-002659,2173.74,2173.74,0.00
PED-2024-002660,1452.31,1452.31,0.00
PED-2024-002661,424.00,424.00,0.00
PED-2024-002662,852.25,852.25,0.00
PED-2024-002663,1313.38,1313.38,0.00
PED-2024-002664,1446.83,1446.83,0.00
PED-2024-002665,506.20,506.20,0.00
PED-2024-002666,1000.21,1000.21,0.00
PED-2024-002667,606.46,606.46,0.00
PED-2024-002668,367.27,367.27,0.00
PED-2024-002669,281.52,281.52,0.00
PED-2024-002670,534.41,534.41,0.00
PED-2024-002671,820.18,820.18,0.00
PED-2024-002672,515.23,515.23,0.00
PED-2024-002673,363.72,363.72,0.00
PED-2024-002674,682.37,682.37,0.00
PED-2024-002675,1033.90,1033.90,0.00
PED-2024-002676,663.19,663.19,0.00
PED-2024-002677,445.92,445.92,0.00
PED-2024-002678,830.33,830.33,0.00
PED-2024-002679,1247.62,1247.62,0.00
PED-2024-002680,811.15,811.15,0.00
PED-2024-002681,476.40,476.40,0.00
PED-2024-002682,752.89,752.89,0.00
PED-2024-002683,1345.23,1345.23,0.00
PED-2024-002684,808.94,808.94,0.00
PED-2024-002685,536.60,536.60,0.00
PED-2024-002686,979.77,979.77,0.00
PED-2024-002687,1291.20,1291.20,0.00
PED-2024-002688,1044.54,1044.54,0.00
PED-2024-002689,566.50,566.50,0.00
PED-2024-002690,1107.62,1107.62,0.00
PED-2024-002691,1645.36,1645.36,0.00
PED-2024-002692,996.04,996.04,0.00
PED-2024-002693,711.38,711.38,0.00
PED-2024-002694,1166.78,1166.78,0.00
PED-2024-002695,1818.42,1818.42,0.00
PED-2024-002696,1253.87,1253.87,0.00
PED-2024-002697,658.45,658.45,0.00
PED-2024-002698,755.00,755.00,0.00
PED-2024-002699,1043.47,1043.47,0.00
PED-2024-002700,1058.07,1058.07,0.00
PED-2024-002701,478.80,478.80,0.00
PED-2024-002702,950.89,950.89,0.00
PED-2024-002703,1455.86,1455.86,0.00
PED-2024-002704,317.95,317.95,0.00
PED-2024-002705,254.12,254.12,0.00
PED-2024-002706,485.09,485.09,0.00
PED-2024-002707,748.94,748.94,0.00
PED-2024-002708,465.91,465.91,0.00
PED-2024-002709,336.32,336.32,0.00
PED-2024-002710,633.05,633.05,0.00
PED-2024-002711,962.66,962.66,0.00
PED-2024-002712,613.87,613.87,0.00
PED-2024-002713,418.52,418.52,0.00
PED-2024-002714,781.01,781.01,0.00
PED-2024-002715,1176.38,1176.38,0.00
PED-2024-002716,761.83,761.83,0.00
PED-2024-002717,500.72,500.72,0.00
PED-2024-002718,928.97,928.97,0.00
PED-2024-002719,1390.10,1390.10,0.00
PED-2024-002720,909.79,909.79,0.00
PED-2024-002721,582.92,582.92,0.00
PED-2024-002722,1076.93,1076.93,0.00
PED-2024-002723,1603.82,1603.82,0.00
PED-2024-002724,1057.75,1057.75,0.00
PED-2024-002725,665.12,665.12,0.00
PED-2024-002726,1224.89,1224.89,0.00
PED-2024-002727,1817.54,1817.54,0.00
PED-2024-002728,1205.71,1205.71,0.00
PED-2024-002729,747.32,747.32,0.00
PED-2024-002730,1372.85,1372.85,0.00
PED-2024-002731,1855.91,1855.91,0.00
PED-2024-002732,1074.42,1074.42,0.00
PED-2024-002733,761.78,761.78,0.00
PED-2024-002734,1247.91,1247.91,0.00
PED-2024-002735,1940.61,1940.61,0.00
PED-2024-002736,1211.72,1211.72,0.00
PED-2024-002737,355.41,355.41,0.00
PED-2024-002738,845.94,845.94,0.00
PED-2024-002739,1160.78,1160.78,0.00
PED-2024-002740,1132.27,1132.27,0.00
PED-2024-002741,195.89,195.89,0.00
PED-2024-002742,333.96,333.96,0.00
PED-2024-002743,621.92,621.92,0.00
PED-2024-002744,350.80,350.80,0.00
PED-2024-002745,274.37,274.37,0.00
PED-2024-002746,506.57,506.57,0.00
PED-2024-002747,685.41,685.41,0.00
PED-2024-002748,532.21,532.21,0.00
PED-2024-002749,319.36,319.36,0.00
PED-2024-002750,663.33,663.33,0.00
PED-2024-002751,1105.14,1105.14,0.00
PED-2024-002752,712.51,712.51,0.00
PED-2024-002753,473.32,473.32,0.00
PED-2024-002754,879.65,879.65,0.00
PED-2024-002755,1318.86,1318.86,0.00
PED-2024-002756,860.47,860.47,0.00
PED-2024-002757,555.52,555.52,0.00
PED-2024-002758,1027.61,1027.61,0.00
PED-2024-002759,1532.58,1532.58,0.00
PED-2024-002760,1008.43,1008.43,0.00
PED-2024-002761,637.72,637.72,0.00
PED-2024-002762,1175.57,1175.57,0.00
PED-2024-002763,1746.30,1746.30,0.00
PED-2024-002764,1156.39,1156.39,0.00
PED-2024-002765,719.92,719.92,0.00
PED-2024-002766,1323.53,1323.53,0.00
PED-2024-002767,1960.02,1960.02,0.00
PED-2024-002768,1304.35,1304.35,0.00
PED-2024-002769,802.12,802.12,0.00
PED-2024-002770,1471.49,1471.49,0.00
PED-2024-002771,2173.74,2173.74,0.00
PED-2024-002772,1452.31,1452.31,0.00
PED-2024-002773,424.00,424.00,0.00
PED-2024-002774,852.25,852.25,0.00
PED-2024-002775,1313.38,1313.38,0.00
PED-2024-002776,1446.83,1446.83,0.00
PED-2024-002777,506.20,506.20,0.00
PED-2024-002778,1000.21,1000.21,0.00
PED-2024-002779,606.46,606.46,0.00
PED-2024-002780,367.27,367.27,0.00
PED-2024-002781,252.00,252.00,0.00
PED-2024-002782,410.14,410.14,0.00
PED-2024-002783,753.40,753.40,0.00
PED-2024-002784,434.12,434.12,0.00
PED-2024-002785,322.04,322.04,0.00
PED-2024-002786,592.65,592.65,0.00
PED-2024-002787,795.57,795.57,0.00
PED-2024-002788,625.36,625.36,0.00
PED-2024-002789,364.26,364.26,0.00
PED-2024-002790,725.36,725.36,0.00
PED-2024-002791,1085.58,1085.58,0.00
PED-2024-002792,643.45,643.45,0.00
PED-2024-002793,484.49,484.49,0.00
PED-2024-002794,801.80,801.80,0.00
PED-2024-002795,1268.53,1268.53,0.00
PED-2024-002796,856.90,856.90,0.00
PED-2024-002797,468.58,468.58,0.00
PED-2024-002798,1036.11,1036.11,0.00
PED-2024-002799,1374.98,1374.98,0.00
PED-2024-002800,866.27,866.27,0.00
PED-2024-002801,692.52,692.52,0.00
PED-2024-002802,1274.21,1274.21,0.00
PED-2024-002803,1888.78,1888.78,0.00
PED-2024-002804,1255.03,1255.03,0.00
PED-2024-002805,774.72,774.72,0.00
PED-2024-002806,1422.17,1422.17,0.00
PED-2024-002807,2102.50,2102.50,0.00
PED-2024-002808,1402.99,1402.99,0.00
PED-2024-002809,856.92,856.92,0.00
PED-2024-002810,802.93,802.93,0.00
PED-2024-002811,1242.14,1242.14,0.00
PED-2024-002812,1397.51,1397.51,0.00
PED-2024-002813,478.80,478.80,0.00
PED-2024-002814,950.89,950.89,0.00
PED-2024-002815,1455.86,1455.86,0.00
PED-2024-002816,317.95,317.95,0.00
PED-2024-002817,254.12,254.12,0.00
PED-2024-002818,485.09,485.09,0.00
PED-2024-002819,748.94,748.94,0.00
PED-2024-002820,465.91,465.91,0.00
PED-2024-002821,336.32,336.32,0.00
PED-2024-002822,633.05,633.05,0.00
PED-2024-002823,962.66,962.66,0.00
PED-2024-002824,613.87,613.87,0.00
PED-2024-002825,418.52,418.52,0.00
PED-2024-002826,781.01,781.01,0.00
PED-2024-002827,1176.38,1176.38,0.00
PED-2024-002828,761.83,761.83,0.00
PED-2024-002829,500.72,500.72,0.00
PED-2024-002830,928.97,928.97,0.00
PED-2024-002831,1266.55,1266.55,0.00
PED-2024-002832,721.75,721.75,0.00
PED-2024-002833,534.89,534.89,0.00
PED-2024-002834,882.93,882.93,0.00
PED-2024-002835,1390.72,1390.72,0.00
PED-2024-002836,945.10,945.10,0.00
PED-2024-002837,510.76,510.76,0.00
PED-2024-002838,1127.09,1127.09,0.00
PED-2024-002839,1492.23,1492.23,0.00
PED-2024-002840,935.26,935.26,0.00
PED-2024-002841,648.81,648.81,0.00
PED-2024-002842,1057.57,1057.57,0.00
PED-2024-002843,1871.28,1871.28,0.00
PED-2024-002844,1142.09,1142.09,0.00
PED-2024-002845,727.28,727.28,0.00
PED-2024-002846,1323.96,1323.96,0.00
PED-2024-002847,1731.78,1731.78,0.00
PED-2024-002848,1279.10,1279.10,0.00
PED-2024-002849,377.98,377.98,0.00
PED-2024-002850,729.09,729.09,0.00
PED-2024-002851,1384.62,1384.62,0.00
PED-2024-002852,1496.15,1496.15,0.00
PED-2024-002853,226.72,226.72,0.00
PED-2024-002854,435.77,435.77,0.00
PED-2024-002855,677.70,677.70,0.00
PED-2024-002856,416.59,416.59,0.00
PED-2024-002857,308.92,308.92,0.00
PED-2024-002858,583.73,583.73,0.00
PED-2024-002859,891.42,891.42,0.00
PED-2024-002860,564.55,564.55,0.00
PED-2024-002861,391.12,391.12,0.00
PED-2024-002862,731.69,731.69,0.00
PED-2024-002863,1105.14,1105.14,0.00
PED-2024-002864,712.51,712.51,0.00
PED-2024-002865,473.32,473.32,0.00
PED-2024-002866,879.65,879.65,0.00
PED-2024-002867,1318.86,1318.86,0.00
PED-2024-002868,860.47,860.47,0.00
PED-2024-002869,555.52,555.52,0.00
PED-2024-002870,1027.61,1027.61,0.00
PED-2024-002871,1532.58,1532.58,0.00
PED-2024-002872,1008.43,1008.43,0.00
PED-2024-002873,637.72,637.72,0.00
PED-2024-002874,1175.57,1175.57,0.00
PED-2024-002875,1746.30,1746.30,0.00
PED-2024-002876,1156.39,1156.39,0.00
PED-2024-002877,719.92,719.92,0.00
PED-2024-002878,1323.53,1323.53,0.00
PED-2024-002879,1960.02,1960.02,0.00
PED-2024-002880,1304.35,1304.35,0.00
PED-2024-002881,725.74,725.74,0.00
PED-2024-002882,1133.75,1133.75,0.00
PED-2024-002883,2002.83,2002.83,0.00
PED-2024-002884,1225.42,1225.42,0.00
PED-2024-002885,337.67,337.67,0.00
PED-2024-002886,757.85,757.85,0.00
PED-2024-002887,1036.38,1036.38,0.00
PED-2024-002888,1372.25,1372.25,0.00
PED-2024-002889,422.93,422.93,0.00
PED-2024-002890,803.47,803.47,0.00
PED-2024-002891,525.73,525.73,0.00
PED-2024-002892,290.78,290.78,0.00
PED-2024-002893,257.62,257.62,0.00
PED-2024-002894,436.87,436.87,0.00
PED-2024-002895,718.57,718.57,0.00
PED-2024-002896,459.86,459.86,0.00
PED-2024-002897,278.69,278.69,0.00
PED-2024-002898,626.76,626.76,0.00
PED-2024-002899,847.31,847.31,0.00
PED-2024-002900,521.03,521.03,0.00
PED-2024-002901,445.92,445.92,0.00
PED-2024-002902,830.33,830.33,0.00
PED-2024-002903,1247.62,1247.62,0.00
PED-2024-002904,811.15,811.15,0.00
PED-2024-002905,528.12,528.12,0.00
PED-2024-002906,978.29,978.29,0.00
PED-2024-002907,1461.34,1461.34,0.00
PED-2024-002908,959.11,959.11,0.00
PED-2024-002909,610.32,610.32,0.00
PED-2024-002910,1126.25,1126.25,0.00
PED-2024-002911,1675.06,1675.06,0.00
PED-2024-002912,1107.07,1107.07,0.00
PED-2024-002913,692.52,692.52,0.00
PED-2024-002914,1274.21,1274.21,0.00
PED-2024-002915,1888.78,1888.78,0.00
PED-2024-002916,1255.03,1255.03,0.00
PED-2024-002917,774.72,774.72,0.00
PED-2024-002918,1422.17,1422.17,0.00
PED-2024-002919,2102.50,2102.50,0.00
PED-2024-002920,1402.99,1402.99,0.00
PED-2024-002921,856.92,856.92,0.00
PED-2024-002922,802.93,802.93,0.00
PED-2024-002923,1242.14,1242.14,0.00
PED-2024-002924,1397.51,1397.51,0.00
PED-2024-002925,478.80,478.80,0.00
PED-2024-002926,950.89,950.89,0.00
PED-2024-002927,1455.86,1455.86,0.00
PED-2024-002928,317.95,317.95,0.00
PED-2024-002929,254.12,254.12,0.00
PED-2024-002930,485.09,485.09,0.00
PED-2024-002931,677.19,677.19,0.00
PED-2024-002932,369.16,369.16,0.00
PED-2024-002933,308.05,308.05,0.00
PED-2024-002934,517.96,517.96,0.00
PED-2024-002935,840.76,840.76,0.00
PED-2024-002936,548.06,548.06,0.00
PED-2024-002937,320.89,320.89,0.00
PED-2024-002938,717.70,717.70,0.00
PED-2024-002939,964.56,964.56,0.00
PED-2024-002940,592.49,592.49,0.00
PED-2024-002941,434.27,434.27,0.00
PED-2024-002942,714.82,714.82,0.00
PED-2024-002943,1279.52,1279.52,0.00
PED-2024-002944,767.28,767.28,0.00
PED-2024-002945,512.75,512.75,0.00
PED-2024-002946,936.75,936.75,0.00
PED-2024-002947,1236.15,1236.15,0.00
PED-2024-002948,998.01,998.01,0.00
PED-2024-002949,544.04,544.04,0.00
PED-2024-002950,1101.73,1101.73,0.00
PED-2024-002951,1817.54,1817.54,0.00
PED-2024-002952,1205.71,1205.71,0.00
PED-2024-002953,747.32,747.32,0.00
PED-2024-002954,1372.85,1372.85,0.00
PED-2024-002955,2031.26,2031.26,0.00
PED-2024-002956,1353.67,1353.67,0.00
PED-2024-002957,829.52,829.52,0.00
PED-2024-002958,1520.81,1520.81,0.00
PED-2024-002959,2244.98,2244.98,0.00
PED-2024-002960,1348.19,1348.19,0.00
PED-2024-002961,451.40,451.40,0.00
PED-2024-002962,901.57,901.57,0.00
PED-2024-002963,1384.62,1384.62,0.00
PED-2024-002964,1496.15,1496.15,0.00
PED-2024-002965,226.72,226.72,0.00
PED-2024-002966,435.77,435.77,0.00
PED-2024-002967,677.70,677.70,0.00
PED-2024-002968,416.59,416.59,0.00
PED-2024-002969,308.92,308.92,0.00
PED-2024-002970,583.73,583.73,0.00
PED-2024-002971,891.42,891.42,0.00
PED-2024-002972,564.55,564.55,0.00
PED-2024-002973,391.12,391.12,0.00
PED-2024-002974,731.69,731.69,0.00
PED-2024-002975,1105.14,1105.14,0.00
PED-2024-002976,712.51,712.51,0.00
PED-2024-002977,473.32,473.32,0.00
PED-2024-002978,879.65,879.65,0.00
PED-2024-002979,1318.86,1318.86,0.00
PED-2024-002980,860.47,860.47,0.00
PED-2024-002981,501.34,501.34,0.00
PED-2024-002982,791.00,791.00,0.00
PED-2024-002983,1411.00,1411.00,0.00
PED-2024-002984,850.60,850.60,0.00
PED-2024-002985,560.42,560.42,0.00
PED-2024-002986,1022.83,1022.83,0.00
PED-2024-002987,1346.31,1346.31,0.00
PED-2024-002988,1091.16,1091.16,0.00
PED-2024-002989,588.94,588.94,0.00
PED-2024-002990,1150.06,1150.06,0.00
PED-2024-002991,1707.56,1707.56,0.00
PED-2024-002992,1035.27,1035.27,0.00
PED-2024-002993,736.57,736.57,0.00
PED-2024-002994,1207.32,1207.32,0.00
PED-2024-002995,1879.55,1879.55,0.00
PED-2024-002996,1298.04,1298.04,0.00
PED-2024-002997,334.32,334.32,0.00
PED-2024-002998,800.45,800.45,0.00
PED-2024-002999,1102.09,1102.09,0.00
PED-2024-003000,1096.43,1096.43,0.00
PED-2024-003001,506.20,506.20,0.00
PED-2024-003002,1000.21,1000.21,0.00
PED-2024-003003,606.46,606.46,0.00
PED-2024-003004,367.27,367.27,0.00
PED-2024-003005,281.52,281.52,0.00
PED-2024-003006,534.41,534.41,0.00
PED-2024-003007,820.18,820.18,0.00
PED-2024-003008,515.23,515.23,0.00
PED-2024-003009,363.72,363.72,0.00
PED-2024-003010,682.37,682.37,0.00
PED-2024-003011,1033.90,1033.90,0.00
PED-2024-003012,663.19,663.19,0.00
PED-2024-003013,445.92,445.92,0.00
PED-2024-003014,830.33,830.33,0.00
PED-2024-003015,1247.62,1247.62,0.00
PED-2024-003016,811.15,811.15,0.00
PED-2024-003017,528.12,528.12,0.00
PED-2024-003018,978.29,978.29,0.00
PED-2024-003019,1461.34,1461.34,0.00
PED-2024-003020,959.11,959.11,0.00
PED-2024-003021,610.32,610.32,0.00
PED-2024-003022,1126.25,1126.25,0.00
PED-2024-003023,1675.06,1675.06,0.00
PED-2024-003024,1107.07,1107.07,0.00
PED-2024-003025,692.52,692.52,0.00
PED-2024-003026,1274.21,1274.21,0.00
PED-2024-003027,1888.78,1888.78,0.00
PED-2024-003028,1255.03,1255.03,0.00
PED-2024-003029,774.72,774.72,0.00
PED-2024-003030,1422.17,1422.17,0.00
PED-2024-003031,1921.41,1921.41,0.00
PED-2024-003032,1113.57,1113.57,0.00
PED-2024-003033,786.97,786.97,0.00
PED-2024-003034,674.70,674.70,0.00
PED-2024-003035,981.35,981.35,0.00
PED-2024-003036,1255.82,1255.82,0.00
PED-2024-003037,376.50,376.50,0.00
PED-2024-003038,891.43,891.43,0.00
PED-2024-003039,1219.34,1219.34,0.00
PED-2024-003040,249.71,249.71,0.00
PED-2024-003041,219.70,219.70,0.00
PED-2024-003042,372.03,372.03,0.00
PED-2024-003043,687.63,687.63,0.00
PED-2024-003044,392.46,392.46,0.00
PED-2024-003045,298.22,298.22,0.00
PED-2024-003046,549.59,549.59,0.00
PED-2024-003047,740.46,740.46,0.00
PED-2024-003048,578.74,578.74,0.00
PED-2024-003049,341.82,341.82,0.00
PED-2024-003050,707.17,707.17,0.00
PED-2024-003051,1176.38,1176.38,0.00
PED-2024-003052,761.83,761.83,0.00
PED-2024-003053,500.72,500.72,0.00
PED-2024-003054,928.97,928.97,0.00
PED-2024-003055,1390.10,1390.10,0.00
PED-2024-003056,909.79,909.79,0.00
PED-2024-003057,582.92,582.92,0.00
PED-2024-003058,1076.93,1076.93,0.00
PED-2024-003059,1603.82,1603.82,0.00
PED-2024-003060,1057.75,1057.75,0.00
PED-2024-003061,665.12,665.12,0.00
PED-2024-003062,1224.89,1224.89,0.00
PED-2024-003063,1817.54,1817.54,0.00
PED-2024-003064,1205.71,1205.71,0.00
PED-2024-003065,747.32,747.32,0.00
PED-2024-003066,1372.85,1372.85,0.00
PED-2024-003067,2031.26,2031.26,0.00
PED-2024-003068,1353.67,1353.67,0.00
PED-2024-003069,829.52,829.52,0.00
PED-2024-003070,1520.81,1520.81,0.00
PED-2024-003071,2244.98,2244.98,0.00
PED-2024-003072,1348.19,1348.19,0.00
PED-2024-003073,451.40,451.40,0.00
PED-2024-003074,901.57,901.57,0.00
PED-2024-003075,1384.62,1384.62,0.00
PED-2024-003076,1496.15,1496.15,0.00
PED-2024-003077,226.72,226.72,0.00
PED-2024-003078,435.77,435.77,0.00
PED-2024-003079,677.70,677.70,0.00
PED-2024-003080,416.59,416.59,0.00
PED-2024-003081,276.94,276.94,0.00
PED-2024-003082,448.21,448.21,0.00
PED-2024-003083,819.11,819.11,0.00
PED-2024-003084,475.71,475.71,0.00
PED-2024-003085,345.89,345.89,0.00
PED-2024-003086,635.67,635.67,0.00
PED-2024-003087,850.62,850.62,0.00
PED-2024-003088,671.97,671.97,0.00
PED-2024-003089,386.75,386.75,0.00
PED-2024-003090,767.85,767.85,0.00
PED-2024-003091,1147.71,1147.71,0.00
PED-2024-003092,682.60,682.60,0.00
PED-2024-003093,509.70,509.70,0.00
PED-2024-003094,842.39,842.39,0.00
PED-2024-003095,1329.59,1329.59,0.00
PED-2024-003096,901.00,901.00,0.00
PED-2024-003097,489.67,489.67,0.00
PED-2024-003098,1081.60,1081.60,0.00
PED-2024-003099,1433.67,1433.67,0.00
PED-2024-003100,904.63,904.63,0.00
PED-2024-003101,719.92,719.92,0.00
PED-2024-003102,1323.53,1323.53,0.00
PED-2024-003103,1960.02,1960.02,0.00
PED-2024-003104,1304.35,1304.35,0.00
PED-2024-003105,802.12,802.12,0.00
PED-2024-003106,1471.49,1471.49,0.00
PED-2024-003107,2173.74,2173.74,0.00
PED-2024-003108,1452.31,1452.31,0.00
PED-2024-003109,424.00,424.00,0.00
PED-2024-003110,852.25,852.25,0.00
PED-2024-003111,1313.38,1313.38,0.00
PED-2024-003112,1446.83,1446.83,0.00
PED-2024-003113,506.20,506.20,0.00
PED-2024-003114,1000.21,1000.21,0.00
PED-2024-003115,606.46,606.46,0.00
PED-2024-003116,367.27,367.27,0.00
PED-2024-003117,281.52,281.52,0.00
PED-2024-003118,534.41,534.41,0.00
PED-2024-003119,820.18,820.18,0.00
PED-2024-003120,515.23,515.23,0.00
PED-2024-003121,363.72,363.72,0.00
PED-2024-003122,682.37,682.37,0.00
PED-2024-003123,1033.90,1033.90,0.00
PED-2024-003124,663.19,663.19,0.00
PED-2024-003125,445.92,445.92,0.00
PED-2024-003126,830.33,830.33,0.00
PED-2024-003127,1247.62,1247.62,0.00
PED-2024-003128,811.15,811.15,0.00
PED-2024-003129,528.12,528.12,0.00
PED-2024-003130,978.29,978.29,0.00
PED-2024-003131,1332.05,1332.05,0.00
PED-2024-003132,760.98,760.98,0.00
PED-2024-003133,560.13,560.13,0.00
PED-2024-003134,923.48,923.48,0.00
PED-2024-003135,1451.78,1451.78,0.00
PED-2024-003136,989.20,989.20,0.00
PED-2024-003137,531.87,531.87,0.00
PED-2024-003138,1172.54,1172.54,0.00
PED-2024-003139,1550.92,1550.92,0.00
PED-2024-003140,973.35,973.35,0.00
PED-2024-003141,672.65,672.65,0.00
PED-2024-003142,1095.68,1095.68,0.00
PED-2024-003143,1937.12,1937.12,0.00
PED-2024-003144,1183.76,1183.76,0.00
PED-2024-003145,751.13,751.13,0.00
PED-2024-003146,714.83,714.83,0.00
PED-2024-003147,981.33,981.33,0.00
PED-2024-003148,1325.72,1325.72,0.00
PED-2024-003149,400.44,400.44,0.00
PED-2024-003150,772.93,772.93,0.00
PED-2024-003151,1455.86,1455.86,0.00
