pedido_id,protocolo,data_solicitacao,status,motivo,data_encerramento
4462,DEV-2024-000462,2024-08-25T15:00:00+00,CONCLUIDA,AVARIA,2024-08-27T15:00:00+00
4463,DEV-2024-000463,2024-09-14T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-09-16T15:00:00+00
4464,DEV-2024-000464,2024-10-31T15:00:00+00,CONCLUIDA,ATRASO,2024-11-02T15:00:00+00
4465,DEV-2024-000465,2024-11-20T15:00:00+00,CONCLUIDA,OUTRO,2024-11-22T15:00:00+00
4466,DEV-2024-000466,2024-12-07T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-12-09T15:00:00+00
4467,DEV-2024-000467,2024-12-26T15:00:00+00,CONCLUIDA,AVARIA,2024-12-28T15:00:00+00
4468,DEV-2024-000468,2024-01-15T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-01-17T15:00:00+00
4469,DEV-2024-000469,2024-03-03T15:00:00+00,CONCLUIDA,ATRASO,2024-03-05T15:00:00+00
4470,DEV-2024-000470,2024-03-21T15:00:00+00,CONCLUIDA,OUTRO,2024-03-23T15:00:00+00
4471,DEV-2024-000471,2024-04-10T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-04-12T15:00:00+00
4472,DEV-2024-000472,2024-05-27T15:00:00+00,CONCLUIDA,AVARIA,2024-05-29T15:00:00+00
4473,DEV-2024-000473,2024-06-16T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-06-18T15:00:00+00
4474,DEV-2024-000474,2024-08-02T15:00:00+00,CONCLUIDA,ATRASO,2024-08-04T15:00:00+00
4475,DEV-2024-000475,2024-08-22T15:00:00+00,CONCLUIDA,OUTRO,2024-08-24T15:00:00+00
4476,DEV-2024-000476,2024-09-11T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-09-13T15:00:00+00
4477,DEV-2024-000477,2024-10-28T15:00:00+00,CONCLUIDA,AVARIA,2024-10-30T15:00:00+00
4478,DEV-2024-000478,2024-11-17T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-11-19T15:00:00+00
4479,DEV-2024-000479,2024-12-04T15:00:00+00,CONCLUIDA,ATRASO,2024-12-06T15:00:00+00
4480,DEV-2024-000480,2024-12-23T15:00:00+00,CONCLUIDA,OUTRO,2024-12-25T15:00:00+00
4481,DEV-2024-000481,2024-01-12T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-01-14T15:00:00+00
4482,DEV-2024-000482,2024-02-29T15:00:00+00,CONCLUIDA,AVARIA,2024-03-02T15:00:00+00
4483,DEV-2024-000483,2024-03-18T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-03-20T15:00:00+00
4484,DEV-2024-000484,2024-05-05T15:00:00+00,CONCLUIDA,ATRASO,2024-05-07T15:00:00+00
4485,DEV-2024-000485,2024-05-24T15:00:00+00,CONCLUIDA,OUTRO,2024-05-26T15:00:00+00
4486,DEV-2024-000486,2024-06-13T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-06-15T15:00:00+00
4487,DEV-2024-000487,2024-07-30T15:00:00+00,CONCLUIDA,AVARIA,2024-08-01T15:00:00+00
4488,DEV-2024-000488,2024-08-19T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-08-21T15:00:00+00
4489,DEV-2024-000489,2024-10-06T15:00:00+00,CONCLUIDA,ATRASO,2024-10-08T15:00:00+00
4490,DEV-2024-000490,2024-10-25T15:00:00+00,CONCLUIDA,OUTRO,2024-10-27T15:00:00+00
4491,DEV-2024-000491,2024-11-14T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-11-16T15:00:00+00
4492,DEV-2024-000492,2024-12-01T15:00:00+00,CONCLUIDA,AVARIA,2024-12-03T15:00:00+00
4493,DEV-2024-000493,2024-12-20T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-12-22T15:00:00+00
4494,DEV-2024-000494,2024-02-06T15:00:00+00,CONCLUIDA,ATRASO,2024-02-08T15:00:00+00
4495,DEV-2024-000495,2024-02-26T15:00:00+00,CONCLUIDA,OUTRO,2024-02-28T15:00:00+00
4496,DEV-2024-000496,2024-03-15T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-03-17T15:00:00+00
4497,DEV-2024-000497,2024-05-02T15:00:00+00,CONCLUIDA,AVARIA,2024-05-04T15:00:00+00
4498,DEV-2024-000498,2024-05-21T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-05-23T15:00:00+00
4499,DEV-2024-000499,2024-06-10T15:00:00+00,CONCLUIDA,ATRASO,2024-06-12T15:00:00+00
4500,DEV-2024-000500,2024-07-27T15:00:00+00,CONCLUIDA,OUTRO,2024-07-29T15:00:00+00
4501,DEV-2024-000501,2024-08-16T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-08-18T15:00:00+00
4502,DEV-2024-000502,2024-10-03T15:00:00+00,CONCLUIDA,AVARIA,2024-10-05T15:00:00+00
4503,DEV-2024-000503,2024-10-22T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-10-24T15:00:00+00
4504,DEV-2024-000504,2024-11-11T15:00:00+00,CONCLUIDA,ATRASO,2024-11-13T15:00:00+00
4505,DEV-2024-000505,2024-11-28T15:00:00+00,CONCLUIDA,OUTRO,2024-11-30T15:00:00+00
4506,DEV-2024-000506,2024-12-17T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-12-19T15:00:00+00
4507,DEV-2024-000507,2024-02-03T15:00:00+00,CONCLUIDA,AVARIA,2024-02-05T15:00:00+00
4508,DEV-2024-000508,2024-02-23T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-02-25T15:00:00+00
4509,DEV-2024-000509,2024-03-12T15:00:00+00,CONCLUIDA,ATRASO,2024-03-14T15:00:00+00
4510,DEV-2024-000510,2024-04-29T15:00:00+00,CONCLUIDA,OUTRO,2024-05-01T15:00:00+00
4511,DEV-2024-000511,2024-05-18T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-05-20T15:00:00+00
4512,DEV-2024-000512,2024-07-05T15:00:00+00,CONCLUIDA,AVARIA,2024-07-07T15:00:00+00
4513,DEV-2024-000513,2024-07-24T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-07-26T15:00:00+00
4514,DEV-2024-000514,2024-08-13T15:00:00+00,CONCLUIDA,ATRASO,2024-08-15T15:00:00+00
4515,DEV-2024-000515,2024-09-30T15:00:00+00,CONCLUIDA,OUTRO,2024-10-02T15:00:00+00
4516,DEV-2024-000516,2024-10-19T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-10-21T15:00:00+00
4517,DEV-2024-000517,2024-12-06T15:00:00+00,CONCLUIDA,AVARIA,2024-12-08T15:00:00+00
4518,DEV-2024-000518,2024-11-25T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-11-27T15:00:00+00
4519,DEV-2024-000519,2024-12-14T15:00:00+00,CONCLUIDA,ATRASO,2024-12-16T15:00:00+00
4520,DEV-2024-000520,2024-01-31T15:00:00+00,CONCLUIDA,OUTRO,2024-02-02T15:00:00+00
4521,DEV-2024-000521,2024-02-20T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-02-22T15:00:00+00
4522,DEV-2024-000522,2024-04-06T15:00:00+00,CONCLUIDA,AVARIA,2024-04-08T15:00:00+00
4523,DEV-2024-000523,2024-04-26T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-04-28T15:00:00+00
4524,DEV-2024-000524,2024-05-15T15:00:00+00,CONCLUIDA,ATRASO,2024-05-17T15:00:00+00
4525,DEV-2024-000525,2024-07-02T15:00:00+00,CONCLUIDA,OUTRO,2024-07-04T15:00:00+00
4526,DEV-2024-000526,2024-07-21T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-07-23T15:00:00+00
4527,DEV-2024-000527,2024-08-10T15:00:00+00,CONCLUIDA,AVARIA,2024-08-12T15:00:00+00
4528,DEV-2024-000528,2024-09-27T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-09-29T15:00:00+00
4529,DEV-2024-000529,2024-10-16T15:00:00+00,CONCLUIDA,ATRASO,2024-10-18T15:00:00+00
4530,DEV-2024-000530,2024-12-03T15:00:00+00,CONCLUIDA,OUTRO,2024-12-05T15:00:00+00
4531,DEV-2024-000531,2024-11-22T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-11-24T15:00:00+00
4532,DEV-2024-000532,2024-12-11T15:00:00+00,CONCLUIDA,AVARIA,2024-12-13T15:00:00+00
4533,DEV-2024-000533,2024-01-28T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-01-30T15:00:00+00
4534,DEV-2024-000534,2024-02-17T15:00:00+00,CONCLUIDA,ATRASO,2024-02-19T15:00:00+00
4535,DEV-2024-000535,2024-04-03T15:00:00+00,CONCLUIDA,OUTRO,2024-04-05T15:00:00+00
4536,DEV-2024-000536,2024-04-23T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-04-25T15:00:00+00
4537,DEV-2024-000537,2024-05-12T15:00:00+00,CONCLUIDA,AVARIA,2024-05-14T15:00:00+00
4538,DEV-2024-000538,2024-06-29T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-07-01T15:00:00+00
4539,DEV-2024-000539,2024-07-18T15:00:00+00,CONCLUIDA,ATRASO,2024-07-20T15:00:00+00
4540,DEV-2024-000540,2024-09-04T15:00:00+00,CONCLUIDA,OUTRO,2024-09-06T15:00:00+00
4541,DEV-2024-000541,2024-09-24T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-09-26T15:00:00+00
4542,DEV-2024-000542,2024-10-13T15:00:00+00,CONCLUIDA,AVARIA,2024-10-15T15:00:00+00
4543,DEV-2024-000543,2024-11-30T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-12-02T15:00:00+00
4544,DEV-2024-000544,2024-11-19T15:00:00+00,CONCLUIDA,ATRASO,2024-11-21T15:00:00+00
4545,DEV-2025-000545,2025-01-05T15:00:00+00,CONCLUIDA,OUTRO,2025-01-07T15:00:00+00
4546,DEV-2024-000546,2024-01-25T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-01-27T15:00:00+00
4547,DEV-2024-000547,2024-02-14T15:00:00+00,CONCLUIDA,AVARIA,2024-02-16T15:00:00+00
4548,DEV-2024-000548,2024-03-31T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-04-02T15:00:00+00
4549,DEV-2024-000549,2024-04-20T15:00:00+00,CONCLUIDA,ATRASO,2024-04-22T15:00:00+00
4550,DEV-2024-000550,2024-06-06T15:00:00+00,CONCLUIDA,OUTRO,2024-06-08T15:00:00+00
4551,DEV-2024-000551,2024-06-26T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-06-28T15:00:00+00
4552,DEV-2024-000552,2024-07-15T15:00:00+00,CONCLUIDA,AVARIA,2024-07-17T15:00:00+00
4553,DEV-2024-000553,2024-09-01T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-09-03T15:00:00+00
4554,DEV-2024-000554,2024-09-21T15:00:00+00,CONCLUIDA,ATRASO,2024-09-23T15:00:00+00
4555,DEV-2024-000555,2024-10-10T15:00:00+00,CONCLUIDA,OUTRO,2024-10-12T15:00:00+00
4556,DEV-2024-000556,2024-11-27T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-11-29T15:00:00+00
4557,DEV-2024-000557,2024-11-16T15:00:00+00,CONCLUIDA,AVARIA,2024-11-18T15:00:00+00
4558,DEV-2025-000558,2025-01-02T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2025-01-04T15:00:00+00
4559,DEV-2024-000559,2024-01-22T15:00:00+00,CONCLUIDA,ATRASO,2024-01-24T15:00:00+00
4560,DEV-2024-000560,2024-02-11T15:00:00+00,CONCLUIDA,OUTRO,2024-02-13T15:00:00+00
4561,DEV-2024-000561,2024-03-28T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-03-30T15:00:00+00
4562,DEV-2024-000562,2024-04-17T15:00:00+00,CONCLUIDA,AVARIA,2024-04-19T15:00:00+00
4563,DEV-2024-000563,2024-06-03T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-06-05T15:00:00+00
4564,DEV-2024-000564,2024-06-23T15:00:00+00,CONCLUIDA,ATRASO,2024-06-25T15:00:00+00
4565,DEV-2024-000565,2024-07-12T15:00:00+00,CONCLUIDA,OUTRO,2024-07-14T15:00:00+00
4566,DEV-2024-000566,2024-08-29T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-08-31T15:00:00+00
4567,DEV-2024-000567,2024-09-18T15:00:00+00,CONCLUIDA,AVARIA,2024-09-20T15:00:00+00
4568,DEV-2024-000568,2024-11-04T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-11-06T15:00:00+00
4569,DEV-2024-000569,2024-11-24T15:00:00+00,CONCLUIDA,ATRASO,2024-11-26T15:00:00+00
4570,DEV-2024-000570,2024-11-13T15:00:00+00,CONCLUIDA,OUTRO,2024-11-15T15:00:00+00
4571,DEV-2024-000571,2024-12-30T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2025-01-01T15:00:00+00
4572,DEV-2024-000572,2024-01-19T15:00:00+00,CONCLUIDA,AVARIA,2024-01-21T15:00:00+00
4573,DEV-2024-000573,2024-03-07T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-03-09T15:00:00+00
4574,DEV-2024-000574,2024-03-25T15:00:00+00,CONCLUIDA,ATRASO,2024-03-27T15:00:00+00
4575,DEV-2024-000575,2024-04-14T15:00:00+00,CONCLUIDA,OUTRO,2024-04-16T15:00:00+00
4576,DEV-2024-000576,2024-05-31T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-06-02T15:00:00+00
4577,DEV-2024-000577,2024-06-20T15:00:00+00,CONCLUIDA,AVARIA,2024-06-22T15:00:00+00
4578,DEV-2024-000578,2024-08-06T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-08-08T15:00:00+00
4579,DEV-2024-000579,2024-08-26T15:00:00+00,CONCLUIDA,ATRASO,2024-08-28T15:00:00+00
4580,DEV-2024-000580,2024-09-15T15:00:00+00,CONCLUIDA,OUTRO,2024-09-17T15:00:00+00
4581,DEV-2024-000581,2024-11-01T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-11-03T15:00:00+00
4582,DEV-2024-000582,2024-11-21T15:00:00+00,CONCLUIDA,AVARIA,2024-11-23T15:00:00+00
4583,DEV-2024-000583,2024-11-10T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-11-12T15:00:00+00
4584,DEV-2024-000584,2024-12-27T15:00:00+00,CONCLUIDA,ATRASO,2024-12-29T15:00:00+00
4585,DEV-2024-000585,2024-01-16T15:00:00+00,CONCLUIDA,OUTRO,2024-01-18T15:00:00+00
4586,DEV-2024-000586,2024-03-04T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-03-06T15:00:00+00
4587,DEV-2024-000587,2024-03-22T15:00:00+00,CONCLUIDA,AVARIA,2024-03-24T15:00:00+00
4588,DEV-2024-000588,2024-04-11T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-04-13T15:00:00+00
4589,DEV-2024-000589,2024-05-28T15:00:00+00,CONCLUIDA,ATRASO,2024-05-30T15:00:00+00
4590,DEV-2024-000590,2024-06-17T15:00:00+00,CONCLUIDA,OUTRO,2024-06-19T15:00:00+00
4591,DEV-2024-000591,2024-08-03T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-08-05T15:00:00+00
4592,DEV-2024-000592,2024-08-23T15:00:00+00,CONCLUIDA,AVARIA,2024-08-25T15:00:00+00
4593,DEV-2024-000593,2024-09-12T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-09-14T15:00:00+00
4594,DEV-2024-000594,2024-10-29T15:00:00+00,CONCLUIDA,ATRASO,2024-10-31T15:00:00+00
4595,DEV-2024-000595,2024-11-18T15:00:00+00,CONCLUIDA,OUTRO,2024-11-20T15:00:00+00
4596,DEV-2024-000596,2024-12-05T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-12-07T15:00:00+00
4597,DEV-2024-000597,2024-12-24T15:00:00+00,CONCLUIDA,AVARIA,2024-12-26T15:00:00+00
4598,DEV-2024-000598,2024-01-13T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-01-15T15:00:00+00
4599,DEV-2024-000599,2024-03-01T15:00:00+00,CONCLUIDA,ATRASO,2024-03-03T15:00:00+00
4600,DEV-2024-000600,2024-03-19T15:00:00+00,CONCLUIDA,OUTRO,2024-03-21T15:00:00+00
4601,DEV-2024-000601,2024-05-06T15:00:00+00,RECUSADA,ARREPENDIMENTO,2024-05-08T15:00:00+00
4602,DEV-2024-000602,2024-05-25T15:00:00+00,RECUSADA,AVARIA,2024-05-27T15:00:00+00
4603,DEV-2024-000603,2024-06-14T15:00:00+00,RECUSADA,ITEM_INCORRETO,2024-06-16T15:00:00+00
4604,DEV-2024-000604,2024-07-31T15:00:00+00,RECUSADA,ATRASO,2024-08-02T15:00:00+00
4605,DEV-2024-000605,2024-08-20T15:00:00+00,RECUSADA,OUTRO,2024-08-22T15:00:00+00
4606,DEV-2024-000606,2024-10-07T15:00:00+00,RECUSADA,ARREPENDIMENTO,2024-10-09T15:00:00+00
4607,DEV-2024-000607,2024-10-26T15:00:00+00,RECUSADA,AVARIA,2024-10-28T15:00:00+00
4608,DEV-2024-000608,2024-11-15T15:00:00+00,RECUSADA,ITEM_INCORRETO,2024-11-17T15:00:00+00
4609,DEV-2024-000609,2024-12-02T15:00:00+00,RECUSADA,ATRASO,2024-12-04T15:00:00+00
4610,DEV-2024-000610,2024-12-21T15:00:00+00,RECUSADA,OUTRO,2024-12-23T15:00:00+00
4611,DEV-2024-000611,2024-01-10T15:00:00+00,RECUSADA,ARREPENDIMENTO,2024-01-12T15:00:00+00
4612,DEV-2024-000612,2024-02-27T15:00:00+00,RECUSADA,AVARIA,2024-02-29T15:00:00+00
4613,DEV-2024-000613,2024-03-16T15:00:00+00,RECUSADA,ITEM_INCORRETO,2024-03-18T15:00:00+00
4614,DEV-2024-000614,2024-05-03T15:00:00+00,RECUSADA,ATRASO,2024-05-05T15:00:00+00
4615,DEV-2024-000615,2024-05-22T15:00:00+00,RECUSADA,OUTRO,2024-05-24T15:00:00+00
4616,DEV-2024-000616,2024-06-11T15:00:00+00,RECUSADA,ARREPENDIMENTO,2024-06-13T15:00:00+00
4617,DEV-2024-000617,2024-07-28T15:00:00+00,RECUSADA,AVARIA,2024-07-30T15:00:00+00
4618,DEV-2024-000618,2024-08-17T15:00:00+00,RECUSADA,ITEM_INCORRETO,2024-08-19T15:00:00+00
4619,DEV-2024-000619,2024-10-04T15:00:00+00,RECUSADA,ATRASO,2024-10-06T15:00:00+00
4620,DEV-2024-000620,2024-10-23T15:00:00+00,RECUSADA,OUTRO,2024-10-25T15:00:00+00
4621,DEV-2024-000621,2024-11-12T15:00:00+00,RECUSADA,ARREPENDIMENTO,2024-11-14T15:00:00+00
4622,DEV-2024-000622,2024-11-29T15:00:00+00,RECUSADA,AVARIA,2024-12-01T15:00:00+00
4623,DEV-2024-000623,2024-12-18T15:00:00+00,RECUSADA,ITEM_INCORRETO,2024-12-20T15:00:00+00
4624,DEV-2024-000624,2024-02-04T15:00:00+00,RECUSADA,ATRASO,2024-02-06T15:00:00+00
4625,DEV-2024-000625,2024-02-24T15:00:00+00,RECUSADA,OUTRO,2024-02-26T15:00:00+00
4626,DEV-2024-000626,2024-03-13T15:00:00+00,RECUSADA,ARREPENDIMENTO,2024-03-15T15:00:00+00
4627,DEV-2024-000627,2024-04-30T15:00:00+00,RECUSADA,AVARIA,2024-05-02T15:00:00+00
4628,DEV-2024-000628,2024-05-19T15:00:00+00,RECUSADA,ITEM_INCORRETO,2024-05-21T15:00:00+00
4629,DEV-2024-000629,2024-07-06T15:00:00+00,RECUSADA,ATRASO,2024-07-08T15:00:00+00
4630,DEV-2024-000630,2024-07-25T15:00:00+00,RECUSADA,OUTRO,2024-07-27T15:00:00+00
4631,DEV-2024-000631,2024-08-14T15:00:00+00,RECUSADA,ARREPENDIMENTO,2024-08-16T15:00:00+00
4632,DEV-2024-000632,2024-10-01T15:00:00+00,RECUSADA,AVARIA,2024-10-03T15:00:00+00
4633,DEV-2024-000633,2024-10-20T15:00:00+00,RECUSADA,ITEM_INCORRETO,2024-10-22T15:00:00+00
4634,DEV-2024-000634,2024-12-07T15:00:00+00,RECUSADA,ATRASO,2024-12-09T15:00:00+00
4635,DEV-2024-000635,2024-11-26T15:00:00+00,RECUSADA,OUTRO,2024-11-28T15:00:00+00
4636,DEV-2024-000636,2024-12-15T15:00:00+00,RECUSADA,ARREPENDIMENTO,2024-12-17T15:00:00+00
4637,DEV-2024-000637,2024-02-01T15:00:00+00,RECUSADA,AVARIA,2024-02-03T15:00:00+00
4638,DEV-2024-000638,2024-02-21T15:00:00+00,RECUSADA,ITEM_INCORRETO,2024-02-23T15:00:00+00
4639,DEV-2024-000639,2024-03-10T15:00:00+00,RECUSADA,ATRASO,2024-03-12T15:00:00+00
4640,DEV-2024-000640,2024-04-27T15:00:00+00,RECUSADA,OUTRO,2024-04-29T15:00:00+00
4641,DEV-2024-000641,2024-05-16T15:00:00+00,RECUSADA,ARREPENDIMENTO,2024-05-18T15:00:00+00
4642,DEV-2024-000642,2024-07-03T15:00:00+00,RECUSADA,AVARIA,2024-07-05T15:00:00+00
4643,DEV-2024-000643,2024-07-22T15:00:00+00,RECUSADA,ITEM_INCORRETO,2024-07-24T15:00:00+00
4644,DEV-2024-000644,2024-08-11T15:00:00+00,RECUSADA,ATRASO,2024-08-13T15:00:00+00
4645,DEV-2024-000645,2024-09-28T15:00:00+00,RECUSADA,OUTRO,2024-09-30T15:00:00+00
4646,DEV-2024-000646,2024-10-17T15:00:00+00,RECUSADA,ARREPENDIMENTO,2024-10-19T15:00:00+00
4647,DEV-2024-000647,2024-12-04T15:00:00+00,RECUSADA,AVARIA,2024-12-06T15:00:00+00
4648,DEV-2024-000648,2024-11-23T15:00:00+00,RECUSADA,ITEM_INCORRETO,2024-11-25T15:00:00+00
4649,DEV-2024-000649,2024-12-12T15:00:00+00,RECUSADA,ATRASO,2024-12-14T15:00:00+00
4650,DEV-2024-000650,2024-01-29T15:00:00+00,RECUSADA,OUTRO,2024-01-31T15:00:00+00
4651,DEV-2024-000651,2024-02-18T15:00:00+00,RECUSADA,ARREPENDIMENTO,2024-02-20T15:00:00+00
4652,DEV-2024-000652,2024-04-04T15:00:00+00,RECUSADA,AVARIA,2024-04-06T15:00:00+00
4653,DEV-2024-000653,2024-04-24T15:00:00+00,RECUSADA,ITEM_INCORRETO,2024-04-26T15:00:00+00
4654,DEV-2024-000654,2024-05-13T15:00:00+00,RECUSADA,ATRASO,2024-05-15T15:00:00+00
4655,DEV-2024-000655,2024-06-30T15:00:00+00,RECUSADA,OUTRO,2024-07-02T15:00:00+00
4656,DEV-2024-000656,2024-07-19T15:00:00+00,RECUSADA,ARREPENDIMENTO,2024-07-21T15:00:00+00
4657,DEV-2024-000657,2024-09-05T15:00:00+00,RECUSADA,AVARIA,2024-09-07T15:00:00+00
4658,DEV-2024-000658,2024-09-25T15:00:00+00,RECUSADA,ITEM_INCORRETO,2024-09-27T15:00:00+00
4659,DEV-2024-000659,2024-10-14T15:00:00+00,RECUSADA,ATRASO,2024-10-16T15:00:00+00
4660,DEV-2024-000660,2024-12-01T15:00:00+00,RECUSADA,OUTRO,2024-12-03T15:00:00+00
4661,DEV-2024-000661,2024-11-20T15:00:00+00,RECUSADA,ARREPENDIMENTO,2024-11-22T15:00:00+00
4662,DEV-2025-000662,2025-01-06T15:00:00+00,RECUSADA,AVARIA,2025-01-08T15:00:00+00
4663,DEV-2024-000663,2024-01-26T15:00:00+00,RECUSADA,ITEM_INCORRETO,2024-01-28T15:00:00+00
4664,DEV-2024-000664,2024-02-15T15:00:00+00,RECUSADA,ATRASO,2024-02-17T15:00:00+00
4665,DEV-2024-000665,2024-04-01T15:00:00+00,RECUSADA,OUTRO,2024-04-03T15:00:00+00
4666,DEV-2024-000666,2024-04-21T15:00:00+00,RECUSADA,ARREPENDIMENTO,2024-04-23T15:00:00+00
4667,DEV-2024-000667,2024-05-10T15:00:00+00,RECUSADA,AVARIA,2024-05-12T15:00:00+00
4668,DEV-2024-000668,2024-06-27T15:00:00+00,RECUSADA,ITEM_INCORRETO,2024-06-29T15:00:00+00
4669,DEV-2024-000669,2024-07-16T15:00:00+00,RECUSADA,ATRASO,2024-07-18T15:00:00+00
4670,DEV-2024-000670,2024-09-02T15:00:00+00,RECUSADA,OUTRO,2024-09-04T15:00:00+00
4671,DEV-2024-000671,2024-09-22T15:00:00+00,RECUSADA,ARREPENDIMENTO,2024-09-24T15:00:00+00
4672,DEV-2024-000672,2024-10-11T15:00:00+00,RECUSADA,AVARIA,2024-10-13T15:00:00+00
4673,DEV-2024-000673,2024-11-28T15:00:00+00,SOLICITADA,ITEM_INCORRETO,
4674,DEV-2024-000674,2024-11-17T15:00:00+00,SOLICITADA,ATRASO,
4675,DEV-2025-000675,2025-01-03T15:00:00+00,SOLICITADA,OUTRO,
4676,DEV-2024-000676,2024-01-23T15:00:00+00,SOLICITADA,ARREPENDIMENTO,
4677,DEV-2024-000677,2024-02-12T15:00:00+00,SOLICITADA,AVARIA,
4678,DEV-2024-000678,2024-03-29T15:00:00+00,SOLICITADA,ITEM_INCORRETO,
4679,DEV-2024-000679,2024-04-18T15:00:00+00,SOLICITADA,ATRASO,
4680,DEV-2024-000680,2024-06-04T15:00:00+00,SOLICITADA,OUTRO,
4681,DEV-2024-000681,2024-06-24T15:00:00+00,SOLICITADA,ARREPENDIMENTO,
4682,DEV-2024-000682,2024-07-13T15:00:00+00,SOLICITADA,AVARIA,
4683,DEV-2024-000683,2024-08-30T15:00:00+00,SOLICITADA,ITEM_INCORRETO,
4684,DEV-2024-000684,2024-09-19T15:00:00+00,SOLICITADA,ATRASO,
4685,DEV-2024-000685,2024-11-05T15:00:00+00,SOLICITADA,OUTRO,
4686,DEV-2024-000686,2024-11-25T15:00:00+00,SOLICITADA,ARREPENDIMENTO,
4687,DEV-2024-000687,2024-11-14T15:00:00+00,SOLICITADA,AVARIA,
4688,DEV-2024-000688,2024-12-31T15:00:00+00,SOLICITADA,ITEM_INCORRETO,
4689,DEV-2024-000689,2024-01-20T15:00:00+00,SOLICITADA,ATRASO,
4690,DEV-2024-000690,2024-03-08T15:00:00+00,SOLICITADA,OUTRO,
4691,DEV-2024-000691,2024-03-26T15:00:00+00,SOLICITADA,ARREPENDIMENTO,
4692,DEV-2024-000692,2024-04-15T15:00:00+00,SOLICITADA,AVARIA,
4693,DEV-2024-000693,2024-06-01T15:00:00+00,SOLICITADA,ITEM_INCORRETO,
4694,DEV-2024-000694,2024-06-21T15:00:00+00,SOLICITADA,ATRASO,
4695,DEV-2024-000695,2024-07-10T15:00:00+00,SOLICITADA,OUTRO,
4696,DEV-2024-000696,2024-08-27T15:00:00+00,SOLICITADA,ARREPENDIMENTO,
4697,DEV-2024-000697,2024-09-16T15:00:00+00,SOLICITADA,AVARIA,
4698,DEV-2024-000698,2024-11-02T15:00:00+00,SOLICITADA,ITEM_INCORRETO,
4699,DEV-2024-000699,2024-11-22T15:00:00+00,SOLICITADA,ATRASO,
4700,DEV-2024-000700,2024-11-11T15:00:00+00,SOLICITADA,OUTRO,
4701,DEV-2024-000701,2024-12-28T15:00:00+00,SOLICITADA,ARREPENDIMENTO,
4702,DEV-2024-000702,2024-01-17T15:00:00+00,SOLICITADA,AVARIA,
