numero_pedido,data_pedido,cliente_id,canal_id,vendedor_id,status_logistico,status_devolucao,cidade_entrega,uf_entrega,valor_frete_cotado,data_faturamento,data_entrega,motivo_cancelamento
PED-2024-003526,2024-08-01T15:00:00+00,2959,4,20,ENTREGUE,SEM_DEVOLUCAO,,,0.00,2024-08-02T15:00:00+00,2024-08-05T15:00:00+00,
PED-2024-003527,2024-06-18T15:00:00+00,2387,4,23,ENTREGUE,SEM_DEVOLUCAO,,,0.00,2024-06-19T15:00:00+00,2024-06-22T15:00:00+00,
PED-2024-003528,2024-04-07T15:00:00+00,2764,4,2,ENTREGUE,SEM_DEVOLUCAO,,,0.00,2024-04-08T15:00:00+00,2024-04-11T15:00:00+00,
PED-2024-003529,2024-11-24T15:00:00+00,2194,4,5,ENTREGUE,SEM_DEVOLUCAO,,,0.00,2024-11-25T15:00:00+00,2024-11-28T15:00:00+00,
PED-2024-003530,2024-09-13T15:00:00+00,3234,4,8,ENTREGUE,SEM_DEVOLUCAO,,,0.00,2024-09-14T15:00:00+00,2024-09-17T15:00:00+00,
PED-2024-003531,2024-07-02T15:00:00+00,245,4,11,ENTREGUE,SEM_DEVOLUCAO,,,0.00,2024-07-03T15:00:00+00,2024-07-06T15:00:00+00,
PED-2024-003532,2024-05-19T15:00:00+00,1054,4,14,ENTREGUE,SEM_DEVOLUCAO,,,0.00,2024-05-20T15:00:00+00,2024-05-23T15:00:00+00,
PED-2024-003533,2024-12-08T15:00:00+00,3449,4,17,ENTREGUE,SEM_DEVOLUCAO,,,0.00,2024-12-09T15:00:00+00,2024-12-12T15:00:00+00,
PED-2024-003534,2024-10-25T15:00:00+00,2478,4,20,ENTREGUE,SEM_DEVOLUCAO,,,0.00,2024-10-26T15:00:00+00,2024-10-29T15:00:00+00,
PED-2024-003535,2024-08-14T15:00:00+00,3353,4,23,ENTREGUE,SEM_DEVOLUCAO,,,0.00,2024-08-15T15:00:00+00,2024-08-18T15:00:00+00,
PED-2024-003536,2024-06-03T15:00:00+00,3218,4,2,ENTREGUE,SEM_DEVOLUCAO,,,0.00,2024-06-04T15:00:00+00,2024-06-07T15:00:00+00,
PED-2024-003537,2024-04-20T15:00:00+00,3398,4,5,ENTREGUE,SEM_DEVOLUCAO,,,0.00,2024-04-21T15:00:00+00,2024-04-24T15:00:00+00,
PED-2024-003538,2024-11-09T15:00:00+00,3326,4,8,ENTREGUE,SEM_DEVOLUCAO,,,0.00,2024-11-10T15:00:00+00,2024-11-13T15:00:00+00,
PED-2024-003539,2024-09-26T15:00:00+00,3325,4,11,ENTREGUE,SEM_DEVOLUCAO,,,0.00,2024-09-27T15:00:00+00,2024-09-30T15:00:00+00,
PED-2024-003540,2024-07-15T15:00:00+00,2898,4,14,ENTREGUE,SEM_DEVOLUCAO,,,0.00,2024-07-16T15:00:00+00,2024-07-19T15:00:00+00,
PED-2024-003541,2024-05-04T15:00:00+00,2064,4,17,ENTREGUE,SEM_DEVOLUCAO,,,0.00,2024-05-05T15:00:00+00,2024-05-08T15:00:00+00,
PED-2024-003542,2024-12-21T15:00:00+00,2145,4,20,ENTREGUE,SEM_DEVOLUCAO,,,0.00,2024-12-22T15:00:00+00,2024-12-25T15:00:00+00,
PED-2024-003543,2024-10-10T15:00:00+00,212,4,23,ENTREGUE,SEM_DEVOLUCAO,,,0.00,2024-10-11T15:00:00+00,2024-10-14T15:00:00+00,
PED-2024-003544,2024-08-27T15:00:00+00,3090,4,2,ENTREGUE,SEM_DEVOLUCAO,,,0.00,2024-08-28T15:00:00+00,2024-08-31T15:00:00+00,
PED-2024-003545,2024-06-16T15:00:00+00,3433,4,5,ENTREGUE,SEM_DEVOLUCAO,,,0.00,2024-06-17T15:00:00+00,2024-06-20T15:00:00+00,
PED-2024-003546,2024-04-05T15:00:00+00,3274,4,8,ENTREGUE,SEM_DEVOLUCAO,,,0.00,2024-04-06T15:00:00+00,2024-04-09T15:00:00+00,
PED-2024-003547,2024-11-22T15:00:00+00,3350,4,11,ENTREGUE,SEM_DEVOLUCAO,,,0.00,2024-11-23T15:00:00+00,2024-11-26T15:00:00+00,
PED-2024-003548,2024-09-11T15:00:00+00,3225,4,14,ENTREGUE,SEM_DEVOLUCAO,,,0.00,2024-09-12T15:00:00+00,2024-09-15T15:00:00+00,
PED-2024-003549,2024-07-28T15:00:00+00,1927,4,17,ENTREGUE,SEM_DEVOLUCAO,,,0.00,2024-07-29T15:00:00+00,2024-08-01T15:00:00+00,
PED-2024-003550,2024-05-17T15:00:00+00,437,4,20,ENTREGUE,SEM_DEVOLUCAO,,,0.00,2024-05-18T15:00:00+00,2024-05-21T15:00:00+00,
PED-2024-003551,2024-04-15T15:00:00+00,2136,5,15,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-04-16T15:00:00+00,2024-04-19T15:00:00+00,
PED-2024-003552,2024-05-04T15:00:00+00,2303,5,18,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-05-05T15:00:00+00,2024-05-08T15:00:00+00,
PED-2024-003553,2024-06-21T15:00:00+00,3142,5,21,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-06-22T15:00:00+00,2024-06-25T15:00:00+00,
PED-2024-003554,2024-07-10T15:00:00+00,2755,5,3,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-07-11T15:00:00+00,2024-07-14T15:00:00+00,
PED-2024-003555,2024-08-27T15:00:00+00,3560,5,6,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-08-28T15:00:00+00,2024-08-31T15:00:00+00,
PED-2024-003556,2024-09-16T15:00:00+00,1383,5,9,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-09-17T15:00:00+00,2024-09-20T15:00:00+00,
PED-2024-003557,2024-10-05T15:00:00+00,2321,5,12,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-10-06T15:00:00+00,2024-10-09T15:00:00+00,
PED-2024-003558,2024-11-22T15:00:00+00,2209,5,15,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-11-23T15:00:00+00,2024-11-26T15:00:00+00,
PED-2024-003559,2024-11-11T15:00:00+00,2723,5,18,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-11-12T15:00:00+00,2024-11-15T15:00:00+00,
PED-2024-003560,2024-12-28T15:00:00+00,3009,5,21,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-12-29T15:00:00+00,2025-01-01T15:00:00+00,
PED-2024-003561,2024-01-17T15:00:00+00,3263,5,3,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-01-18T15:00:00+00,2024-01-21T15:00:00+00,
PED-2024-003562,2024-02-06T15:00:00+00,3041,5,6,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-02-07T15:00:00+00,2024-02-10T15:00:00+00,
PED-2024-003563,2024-03-23T15:00:00+00,1319,5,9,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-03-24T15:00:00+00,2024-03-27T15:00:00+00,
PED-2024-003564,2024-04-12T15:00:00+00,1067,5,12,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-04-13T15:00:00+00,2024-04-16T15:00:00+00,
PED-2024-003565,2024-05-01T15:00:00+00,3083,5,15,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-05-02T15:00:00+00,2024-05-05T15:00:00+00,
PED-2024-003566,2024-06-18T15:00:00+00,3306,5,18,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-06-19T15:00:00+00,2024-06-22T15:00:00+00,
PED-2024-003567,2024-07-07T15:00:00+00,2765,5,21,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-07-08T15:00:00+00,2024-07-11T15:00:00+00,
PED-2024-003568,2024-08-24T15:00:00+00,3034,5,3,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-08-25T15:00:00+00,2024-08-28T15:00:00+00,
PED-2024-003569,2024-09-13T15:00:00+00,2574,5,6,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-09-14T15:00:00+00,2024-09-17T15:00:00+00,
PED-2024-003570,2024-10-02T15:00:00+00,3326,5,9,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-10-03T15:00:00+00,2024-10-06T15:00:00+00,
PED-2024-003571,2024-11-19T15:00:00+00,3558,5,12,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-11-20T15:00:00+00,2024-11-23T15:00:00+00,
PED-2024-003572,2024-11-08T15:00:00+00,2475,5,15,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-11-09T15:00:00+00,2024-11-12T15:00:00+00,
PED-2024-003573,2024-12-25T15:00:00+00,2318,5,18,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-12-26T15:00:00+00,2024-12-29T15:00:00+00,
PED-2024-003574,2024-01-14T15:00:00+00,3029,5,21,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-01-15T15:00:00+00,2024-01-18T15:00:00+00,
PED-2024-003575,2024-02-03T15:00:00+00,3442,5,3,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-02-04T15:00:00+00,2024-02-07T15:00:00+00,
PED-2024-003576,2024-03-20T15:00:00+00,1298,5,6,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-03-21T15:00:00+00,2024-03-24T15:00:00+00,
PED-2024-003577,2024-04-09T15:00:00+00,2858,5,9,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-04-10T15:00:00+00,2024-04-13T15:00:00+00,
PED-2024-003578,2024-05-26T15:00:00+00,196,5,12,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-05-27T15:00:00+00,2024-05-30T15:00:00+00,
PED-2024-003579,2024-06-15T15:00:00+00,1751,5,15,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-06-16T15:00:00+00,2024-06-19T15:00:00+00,
PED-2024-003580,2024-07-04T15:00:00+00,2419,5,18,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-07-05T15:00:00+00,2024-07-08T15:00:00+00,
PED-2024-003581,2024-08-21T15:00:00+00,6,5,21,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-08-22T15:00:00+00,2024-08-25T15:00:00+00,
PED-2024-003582,2024-09-10T15:00:00+00,2259,5,3,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-09-11T15:00:00+00,2024-09-14T15:00:00+00,
PED-2024-003583,2024-10-27T15:00:00+00,3093,5,6,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-10-28T15:00:00+00,2024-10-31T15:00:00+00,
PED-2024-003584,2024-11-16T15:00:00+00,2142,5,9,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-11-17T15:00:00+00,2024-11-20T15:00:00+00,
PED-2024-003585,2024-11-05T15:00:00+00,1506,5,12,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-11-06T15:00:00+00,2024-11-09T15:00:00+00,
PED-2024-003586,2024-12-22T15:00:00+00,1762,5,15,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-12-23T15:00:00+00,2024-12-26T15:00:00+00,
PED-2024-003587,2024-01-11T15:00:00+00,2200,5,18,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-01-12T15:00:00+00,2024-01-15T15:00:00+00,
PED-2024-003588,2024-02-28T15:00:00+00,2000,5,21,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-02-29T15:00:00+00,2024-03-03T15:00:00+00,
PED-2024-003589,2024-03-17T15:00:00+00,1797,5,3,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-03-18T15:00:00+00,2024-03-21T15:00:00+00,
PED-2024-003590,2024-04-06T15:00:00+00,2436,5,6,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-04-07T15:00:00+00,2024-04-10T15:00:00+00,
PED-2024-003591,2024-05-23T15:00:00+00,3517,5,9,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-05-24T15:00:00+00,2024-05-27T15:00:00+00,
PED-2024-003592,2024-06-12T15:00:00+00,2367,5,12,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-06-13T15:00:00+00,2024-06-16T15:00:00+00,
PED-2024-003593,2024-07-01T15:00:00+00,2488,5,15,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-07-02T15:00:00+00,2024-07-05T15:00:00+00,
PED-2024-003594,2024-08-18T15:00:00+00,900,5,18,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-08-19T15:00:00+00,2024-08-22T15:00:00+00,
PED-2024-003595,2024-09-07T15:00:00+00,1892,5,21,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-09-08T15:00:00+00,2024-09-11T15:00:00+00,
PED-2024-003596,2024-10-24T15:00:00+00,3501,5,3,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-10-25T15:00:00+00,2024-10-28T15:00:00+00,
PED-2024-003597,2024-11-13T15:00:00+00,3470,5,6,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-11-14T15:00:00+00,2024-11-17T15:00:00+00,
PED-2024-003598,2024-11-02T15:00:00+00,2533,5,9,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-11-03T15:00:00+00,2024-11-06T15:00:00+00,
PED-2024-003599,2024-12-19T15:00:00+00,3436,5,12,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-12-20T15:00:00+00,2024-12-23T15:00:00+00,
PED-2024-003600,2024-01-08T15:00:00+00,2810,5,15,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-01-09T15:00:00+00,2024-01-12T15:00:00+00,
PED-2024-003601,2024-02-25T15:00:00+00,468,5,18,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-02-26T15:00:00+00,2024-02-29T15:00:00+00,
PED-2024-003602,2024-03-14T15:00:00+00,3171,5,21,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-03-15T15:00:00+00,2024-03-18T15:00:00+00,
PED-2024-003603,2024-04-03T15:00:00+00,1357,5,3,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-04-04T15:00:00+00,2024-04-07T15:00:00+00,
PED-2024-003604,2024-05-20T15:00:00+00,2911,5,6,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-05-21T15:00:00+00,2024-05-24T15:00:00+00,
PED-2024-003605,2024-06-09T15:00:00+00,630,5,9,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-06-10T15:00:00+00,2024-06-13T15:00:00+00,
PED-2024-003606,2024-07-26T15:00:00+00,3421,5,12,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-07-27T15:00:00+00,2024-07-30T15:00:00+00,
PED-2024-003607,2024-08-15T15:00:00+00,3005,5,15,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-08-16T15:00:00+00,2024-08-19T15:00:00+00,
PED-2024-003608,2024-09-04T15:00:00+00,2431,5,18,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-09-05T15:00:00+00,2024-09-08T15:00:00+00,
PED-2024-003609,2024-10-21T15:00:00+00,2552,5,21,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-10-22T15:00:00+00,2024-10-25T15:00:00+00,
PED-2024-003610,2024-11-10T15:00:00+00,1921,5,3,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-11-11T15:00:00+00,2024-11-14T15:00:00+00,
PED-2024-003611,2024-11-27T15:00:00+00,1875,5,6,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-11-28T15:00:00+00,2024-12-01T15:00:00+00,
PED-2024-003612,2024-12-16T15:00:00+00,2415,5,9,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-12-17T15:00:00+00,2024-12-20T15:00:00+00,
PED-2024-003613,2024-01-05T15:00:00+00,3157,5,12,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-01-06T15:00:00+00,2024-01-09T15:00:00+00,
PED-2024-003614,2024-02-22T15:00:00+00,1433,5,15,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-02-23T15:00:00+00,2024-02-26T15:00:00+00,
PED-2024-003615,2024-03-11T15:00:00+00,1424,5,18,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-03-12T15:00:00+00,2024-03-15T15:00:00+00,
PED-2024-003616,2024-04-28T15:00:00+00,2904,5,21,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-04-29T15:00:00+00,2024-05-02T15:00:00+00,
PED-2024-003617,2024-05-17T15:00:00+00,1075,5,3,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-05-18T15:00:00+00,2024-05-21T15:00:00+00,
PED-2024-003618,2024-06-06T15:00:00+00,3219,5,6,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-06-07T15:00:00+00,2024-06-10T15:00:00+00,
PED-2024-003619,2024-07-23T15:00:00+00,1304,5,9,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-07-24T15:00:00+00,2024-07-27T15:00:00+00,
PED-2024-003620,2024-08-12T15:00:00+00,3441,5,12,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-08-13T15:00:00+00,2024-08-16T15:00:00+00,
PED-2024-003621,2024-09-01T15:00:00+00,2504,5,15,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-09-02T15:00:00+00,2024-09-05T15:00:00+00,
PED-2024-003622,2024-10-18T15:00:00+00,3573,5,18,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-10-19T15:00:00+00,2024-10-22T15:00:00+00,
PED-2024-003623,2024-11-07T15:00:00+00,1302,5,21,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-11-08T15:00:00+00,2024-11-11T15:00:00+00,
PED-2024-003624,2024-11-24T15:00:00+00,1338,5,3,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-11-25T15:00:00+00,2024-11-28T15:00:00+00,
PED-2024-003625,2024-12-13T15:00:00+00,1788,5,6,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-12-14T15:00:00+00,2024-12-17T15:00:00+00,
PED-2024-003626,2024-01-02T15:00:00+00,3579,5,9,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-01-03T15:00:00+00,2024-01-06T15:00:00+00,
PED-2024-003627,2024-02-19T15:00:00+00,2703,5,12,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-02-20T15:00:00+00,2024-02-23T15:00:00+00,
PED-2024-003628,2024-03-08T15:00:00+00,2506,5,15,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-03-09T15:00:00+00,2024-03-12T15:00:00+00,
PED-2024-003629,2024-04-25T15:00:00+00,2338,5,18,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-04-26T15:00:00+00,2024-04-29T15:00:00+00,
PED-2024-003630,2024-05-14T15:00:00+00,2141,5,21,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-05-15T15:00:00+00,2024-05-18T15:00:00+00,
PED-2024-003631,2024-06-03T15:00:00+00,3184,5,3,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-06-04T15:00:00+00,2024-06-07T15:00:00+00,
PED-2024-003632,2024-07-20T15:00:00+00,2474,5,6,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-07-21T15:00:00+00,2024-07-24T15:00:00+00,
PED-2024-003633,2024-08-09T15:00:00+00,2204,5,9,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-08-10T15:00:00+00,2024-08-13T15:00:00+00,
PED-2024-003634,2024-09-26T15:00:00+00,3211,5,12,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-09-27T15:00:00+00,2024-09-30T15:00:00+00,
PED-2024-003635,2024-10-15T15:00:00+00,3177,5,15,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-10-16T15:00:00+00,2024-10-19T15:00:00+00,
PED-2024-003636,2024-11-04T15:00:00+00,3368,5,18,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-11-05T15:00:00+00,2024-11-08T15:00:00+00,
PED-2024-003637,2024-11-21T15:00:00+00,1638,5,21,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-11-22T15:00:00+00,2024-11-25T15:00:00+00,
PED-2024-003638,2024-12-10T15:00:00+00,2786,5,3,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-12-11T15:00:00+00,2024-12-14T15:00:00+00,
PED-2024-003639,2024-01-27T15:00:00+00,3424,5,6,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-01-28T15:00:00+00,2024-01-31T15:00:00+00,
PED-2024-003640,2024-02-16T15:00:00+00,2122,5,9,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-02-17T15:00:00+00,2024-02-20T15:00:00+00,
PED-2024-003641,2024-03-05T15:00:00+00,306,5,12,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-03-06T15:00:00+00,2024-03-09T15:00:00+00,
PED-2024-003642,2024-04-22T15:00:00+00,2350,5,15,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-04-23T15:00:00+00,2024-04-26T15:00:00+00,
PED-2024-003643,2024-05-11T15:00:00+00,2526,5,18,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-05-12T15:00:00+00,2024-05-15T15:00:00+00,
PED-2024-003644,2024-06-28T15:00:00+00,2793,5,21,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-06-29T15:00:00+00,2024-07-02T15:00:00+00,
PED-2024-003645,2024-07-17T15:00:00+00,3073,5,3,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-07-18T15:00:00+00,2024-07-21T15:00:00+00,
PED-2024-003646,2024-08-06T15:00:00+00,2127,5,6,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-08-07T15:00:00+00,2024-08-10T15:00:00+00,
PED-2024-003647,2024-09-23T15:00:00+00,840,5,9,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-09-24T15:00:00+00,2024-09-27T15:00:00+00,
PED-2024-003648,2024-10-12T15:00:00+00,2171,5,12,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-10-13T15:00:00+00,2024-10-16T15:00:00+00,
PED-2024-003649,2024-11-01T15:00:00+00,3204,5,15,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-11-02T15:00:00+00,2024-11-05T15:00:00+00,
PED-2024-003650,2024-11-18T15:00:00+00,2482,5,18,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-11-19T15:00:00+00,2024-11-22T15:00:00+00,
PED-2024-003651,2024-12-07T15:00:00+00,2884,5,21,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-12-08T15:00:00+00,2024-12-11T15:00:00+00,
PED-2024-003652,2024-01-24T15:00:00+00,2886,5,3,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-01-25T15:00:00+00,2024-01-28T15:00:00+00,
PED-2024-003653,2024-02-13T15:00:00+00,1187,5,6,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-02-14T15:00:00+00,2024-02-17T15:00:00+00,
PED-2024-003654,2024-03-02T15:00:00+00,2771,5,9,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-03-03T15:00:00+00,2024-03-06T15:00:00+00,
PED-2024-003655,2024-04-19T15:00:00+00,2418,5,12,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-04-20T15:00:00+00,2024-04-23T15:00:00+00,
PED-2024-003656,2024-05-08T15:00:00+00,2402,5,15,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-05-09T15:00:00+00,2024-05-12T15:00:00+00,
PED-2024-003657,2024-06-25T15:00:00+00,2656,5,18,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-06-26T15:00:00+00,2024-06-29T15:00:00+00,
PED-2024-003658,2024-07-14T15:00:00+00,3578,5,21,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-07-15T15:00:00+00,2024-07-18T15:00:00+00,
PED-2024-003659,2024-08-03T15:00:00+00,2995,5,3,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-08-04T15:00:00+00,2024-08-07T15:00:00+00,
PED-2024-003660,2024-09-20T15:00:00+00,1235,5,6,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-09-21T15:00:00+00,2024-09-24T15:00:00+00,
PED-2024-003661,2024-10-09T15:00:00+00,3292,5,9,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-10-10T15:00:00+00,2024-10-13T15:00:00+00,
PED-2024-003662,2024-11-26T15:00:00+00,1007,5,12,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-11-27T15:00:00+00,2024-11-30T15:00:00+00,
PED-2024-003663,2024-11-15T15:00:00+00,2657,5,15,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-11-16T15:00:00+00,2024-11-19T15:00:00+00,
PED-2024-003664,2024-12-04T15:00:00+00,3199,5,18,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-12-05T15:00:00+00,2024-12-08T15:00:00+00,
PED-2024-003665,2024-01-21T15:00:00+00,1659,5,21,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-01-22T15:00:00+00,2024-01-25T15:00:00+00,
PED-2024-003666,2024-02-10T15:00:00+00,3567,5,3,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-02-11T15:00:00+00,2024-02-14T15:00:00+00,
PED-2024-003667,2024-03-27T15:00:00+00,2600,5,6,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-03-28T15:00:00+00,2024-03-31T15:00:00+00,
PED-2024-003668,2024-04-16T15:00:00+00,2310,5,9,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-04-17T15:00:00+00,2024-04-20T15:00:00+00,
PED-2024-003669,2024-05-05T15:00:00+00,3446,5,12,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-05-06T15:00:00+00,2024-05-09T15:00:00+00,
PED-2024-003670,2024-06-22T15:00:00+00,2685,5,15,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2024-06-23T15:00:00+00,2024-06-26T15:00:00+00,
