pedido_id,numero_item,produto_id,quantidade,preco_unitario,desconto_unitario,custo_unitario
4057,1,93,2,157.41,0.00,97.59
4057,2,110,3,180.70,0.00,117.45
4058,1,96,4,161.52,0.00,109.83
4058,2,1,5,31.37,0.00,22.27
4059,1,99,6,165.63,0.00,59.62
4059,2,4,7,35.48,0.00,13.83
4060,1,102,8,169.74,0.00,71.29
4060,2,7,1,39.59,0.00,17.81
4061,1,105,2,173.85,0.00,83.44
4061,2,10,3,43.70,0.00,22.28
4062,1,108,4,177.96,0.00,96.09
4062,2,13,5,47.81,0.00,27.25
4063,1,111,6,182.07,0.00,109.24
4063,2,16,7,51.92,0.00,32.70
4064,1,2,8,32.74,0.00,21.60
4064,2,19,1,56.03,0.00,38.66
4065,1,5,2,36.85,0.00,26.53
4065,2,22,3,60.14,0.00,22.25
4066,1,8,4,40.96,0.00,16.38
4066,2,25,5,64.25,0.00,27.62
4067,1,11,6,45.07,0.00,20.73
4067,2,28,7,68.36,0.00,33.49
4068,1,14,8,49.18,0.00,25.57
4068,2,31,1,72.47,0.00,39.85
4069,1,17,2,53.29,0.00,30.90
4069,2,34,3,76.58,0.00,46.71
4070,1,20,4,57.40,0.00,36.73
4070,2,37,5,80.69,0.00,54.06
4071,1,23,6,61.51,0.00,43.05
4071,2,40,7,84.80,0.00,29.68
4072,1,26,8,65.62,0.00,24.93
4072,2,43,1,88.91,0.00,36.45
4073,1,29,2,69.73,0.00,30.68
4073,2,46,3,93.02,0.00,43.71
4074,1,32,4,73.84,0.00,36.92
4074,2,49,5,97.13,0.00,51.47
4075,1,35,6,77.95,0.00,43.65
4075,2,52,7,101.24,0.00,59.73
4076,1,38,8,82.06,0.00,50.87
4076,2,55,1,105.35,0.00,68.47
4077,1,41,2,86.17,0.00,58.59
4077,2,58,3,109.46,0.00,77.71
4078,1,44,4,90.28,0.00,32.50
4078,2,61,5,113.57,0.00,44.29
4079,1,47,6,94.39,0.00,39.64
4079,2,64,7,117.68,0.00,52.95
4080,1,50,8,98.50,0.00,47.28
4080,2,67,1,121.79,0.00,62.11
4081,1,53,2,102.61,0.00,55.40
4081,2,70,3,125.90,18.88,71.76
4082,1,56,4,106.72,21.34,64.03
4082,2,73,5,130.01,32.50,81.90
4083,1,59,6,110.83,5.54,73.14
4083,2,76,7,134.12,13.41,92.54
4084,1,62,8,114.94,17.24,82.75
4084,2,79,1,138.23,27.64,51.14
4085,1,65,2,119.05,29.76,47.62
4085,2,82,3,142.34,7.11,61.20
4086,1,68,4,123.16,12.31,56.65
4086,2,85,5,146.45,21.96,71.76
4087,1,71,6,127.27,25.45,66.18
4087,2,88,7,150.56,37.64,82.80
4088,1,74,8,131.38,6.56,76.20
4088,2,91,1,154.67,15.46,94.34
4089,1,77,2,135.49,20.32,86.71
4089,2,94,3,158.78,31.75,106.38
4090,1,80,4,139.60,34.90,97.72
4090,2,97,5,162.89,8.14,57.01
4091,1,83,6,143.71,14.37,54.60
4091,2,100,7,167.00,25.05,68.47
4092,1,86,8,147.82,29.56,65.04
4092,2,103,1,171.11,42.77,80.42
4093,1,89,2,151.93,7.59,75.96
4093,2,106,3,175.22,17.52,92.86
4094,1,92,4,156.04,23.40,87.38
4094,2,109,5,179.33,35.86,105.80
4095,1,95,6,160.15,40.03,99.29
4095,2,112,7,183.44,9.17,119.23
4096,1,98,8,164.26,16.42,111.69
4096,2,3,1,34.11,5.11,24.21
4097,1,101,2,168.37,33.67,60.61
4097,2,6,3,38.22,9.55,14.90
4098,1,104,4,172.48,8.62,72.44
4098,2,9,5,42.33,4.23,19.04
4099,1,107,6,176.59,26.48,84.76
4099,2,12,7,46.44,9.28,23.68
4100,1,110,8,180.70,45.17,97.57
4100,2,15,1,50.55,0.00,28.81
4101,1,1,2,31.37,0.00,18.82
4101,2,18,3,54.66,0.00,34.43
4102,1,4,4,35.48,0.00,23.41
4102,2,21,5,58.77,0.00,40.55
4103,1,7,6,39.59,0.00,28.50
4103,2,24,7,62.88,0.00,23.26
4104,1,10,8,43.70,0.00,17.48
4104,2,27,1,66.99,0.00,28.80
4105,1,13,2,47.81,0.00,21.99
4105,2,30,3,71.10,0.00,34.83
4106,1,16,4,51.92,0.00,26.99
4106,2,33,5,75.21,0.00,41.36
4107,1,19,6,56.03,0.00,32.49
4107,2,36,7,79.32,0.00,48.38
4108,1,22,8,60.14,0.00,38.48
4108,2,39,1,83.43,0.00,55.89
4109,1,25,2,64.25,0.00,44.97
4109,2,42,3,87.54,0.00,30.63
4110,1,28,4,68.36,0.00,25.97
4110,2,45,5,91.65,0.00,37.57
4111,1,31,6,72.47,0.00,31.88
4111,2,48,7,95.76,0.00,45.00
4112,1,34,8,76.58,0.00,38.29
4112,2,51,1,99.87,0.00,52.93
4113,1,37,2,80.69,0.00,45.18
4113,2,54,3,103.98,0.00,61.34
4114,1,40,4,84.80,0.00,52.57
4114,2,57,5,108.09,0.00,70.25
4115,1,43,6,88.91,0.00,60.45
4115,2,60,7,112.20,0.00,79.66
4116,1,46,8,93.02,0.00,33.48
4116,2,63,1,116.31,0.00,45.36
4117,1,49,2,97.13,0.00,40.79
4117,2,66,3,120.42,0.00,54.18
4118,1,52,4,101.24,0.00,48.59
4118,2,69,5,124.53,0.00,63.51
4119,1,55,6,105.35,0.00,56.88
4119,2,72,7,128.64,0.00,73.32
4120,1,58,8,109.46,0.00,65.67
4120,2,75,1,132.75,0.00,83.63
4121,1,61,2,113.57,0.00,74.95
4121,2,78,3,136.86,0.00,94.43
4122,1,64,4,117.68,0.00,84.72
4122,2,81,5,140.97,0.00,52.15
4123,1,67,6,121.79,0.00,48.71
4123,2,84,7,145.08,0.00,62.38
4124,1,70,8,125.90,0.00,57.91
4124,2,87,1,149.19,0.00,73.10
4125,1,73,2,130.01,0.00,67.60
4125,2,90,3,153.30,0.00,84.31
4126,1,76,4,134.12,0.00,77.78
4126,2,93,5,157.41,0.00,96.02
4127,1,79,6,138.23,0.00,88.46
4127,2,96,7,161.52,0.00,108.21
4128,1,82,8,142.34,0.00,99.63
4128,2,99,1,165.63,0.00,57.97
4129,1,85,2,146.45,0.00,55.65
4129,2,102,3,169.74,0.00,69.59
4130,1,88,4,150.56,0.00,66.24
4130,2,105,5,173.85,0.00,81.70
4131,1,91,6,154.67,0.00,77.33
4131,2,108,7,177.96,26.69,94.31
4132,1,94,8,158.78,31.75,88.91
4132,2,111,1,182.07,45.51,107.42
4133,1,97,2,162.89,8.14,100.99
4133,2,2,3,32.74,3.27,21.28
4134,1,100,4,167.00,25.05,113.56
4134,2,5,5,36.85,7.37,26.16
4135,1,103,6,171.11,42.77,61.59
4135,2,8,7,40.96,2.04,15.97
4136,1,106,8,175.22,17.52,73.59
4136,2,11,1,45.07,6.76,20.28
4137,1,109,2,179.33,35.86,86.07
4137,2,14,3,49.18,12.29,25.08
4138,1,112,4,183.44,9.17,99.05
4138,2,17,5,53.29,5.32,30.37
4139,1,3,6,34.11,5.11,20.46
4139,2,20,7,57.40,11.48,36.16
4140,1,6,8,38.22,9.55,25.22
4140,2,23,1,61.51,3.07,42.44
4141,1,9,2,42.33,4.23,30.47
4141,2,26,3,65.62,9.84,24.27
4142,1,12,4,46.44,9.28,18.57
4142,2,29,5,69.73,17.43,29.98
4143,1,15,6,50.55,2.52,23.25
4143,2,32,7,73.84,7.38,36.18
4144,1,18,8,54.66,8.19,28.42
4144,2,35,1,77.95,15.59,42.87
4145,1,21,2,58.77,14.69,34.08
4145,2,38,3,82.06,4.10,50.05
4146,1,24,4,62.88,6.28,40.24
4146,2,41,5,86.17,12.92,57.73
4147,1,27,6,66.99,13.39,46.89
4147,2,44,7,90.28,22.57,31.59
4148,1,30,8,71.10,3.55,27.01
4148,2,47,1,94.39,9.43,38.69
4149,1,33,2,75.21,11.28,33.09
4149,2,50,3,98.50,19.70,46.29
4150,1,36,4,79.32,19.83,39.66
4150,2,53,5,102.61,0.00,54.38
4151,1,39,6,83.43,0.00,46.72
4151,2,56,7,106.72,0.00,62.96
4152,1,42,8,87.54,0.00,54.27
4152,2,59,1,110.83,0.00,72.03
4153,1,45,2,91.65,0.00,62.32
4153,2,62,3,114.94,0.00,81.60
4154,1,48,4,95.76,0.00,34.47
4154,2,65,5,119.05,0.00,46.42
4155,1,51,6,99.87,0.00,41.94
4155,2,68,7,123.16,0.00,55.42
4156,1,54,8,103.98,0.00,49.91
4156,2,71,1,127.27,0.00,64.90
4157,1,57,2,108.09,0.00,58.36
4157,2,74,3,131.38,0.00,74.88
4158,1,60,4,112.20,0.00,67.32
4158,2,77,5,135.49,0.00,85.35
4159,1,63,6,116.31,0.00,76.76
4159,2,80,7,139.60,0.00,96.32
4160,1,66,8,120.42,0.00,86.70
4160,2,83,1,143.71,0.00,53.17
4161,1,69,2,124.53,0.00,49.81
4161,2,86,3,147.82,0.00,63.56
4162,1,72,4,128.64,0.00,59.17
4162,2,89,5,151.93,0.00,74.44
4163,1,75,6,132.75,0.00,69.03
4163,2,92,7,156.04,0.00,85.82
4164,1,78,8,136.86,0.00,79.37
4164,2,95,1,160.15,0.00,97.69
4165,1,81,2,140.97,0.00,90.22
4165,2,98,3,164.26,0.00,110.05
4166,1,84,4,145.08,0.00,101.55
4166,2,101,5,168.37,0.00,58.92
4167,1,87,6,149.19,0.00,56.69
4167,2,104,7,172.48,0.00,70.71
4168,1,90,8,153.30,0.00,67.45
4168,2,107,1,176.59,0.00,82.99
4169,1,93,2,157.41,0.00,78.70
4169,2,110,3,180.70,0.00,95.77
4170,1,96,4,161.52,0.00,90.45
4170,2,1,5,31.37,0.00,18.50
4171,1,99,6,165.63,0.00,102.69
4171,2,4,7,35.48,0.00,23.06
4172,1,102,8,169.74,0.00,115.42
4172,2,7,1,39.59,0.00,28.10
4173,1,105,2,173.85,0.00,62.58
4173,2,10,3,43.70,0.00,17.04
4174,1,108,4,177.96,0.00,74.74
4174,2,13,5,47.81,0.00,21.51
4175,1,111,6,182.07,0.00,87.39
4175,2,16,7,51.92,0.00,26.47
4176,1,2,8,32.74,0.00,17.67
4176,2,19,1,56.03,0.00,31.93
4177,1,5,2,36.85,0.00,22.11
4177,2,22,3,60.14,0.00,37.88
4178,1,8,4,40.96,0.00,27.03
4178,2,25,5,64.25,0.00,44.33
4179,1,11,6,45.07,0.00,32.45
4179,2,28,7,68.36,0.00,25.29
4180,1,14,8,49.18,0.00,19.67
4180,2,31,1,72.47,0.00,31.16
4181,1,17,2,53.29,0.00,24.51
4181,2,34,3,76.58,11.48,37.52
4182,1,20,4,57.40,11.48,29.84
4182,2,37,5,80.69,20.17,44.37
4183,1,23,6,61.51,3.07,35.67
4183,2,40,7,84.80,8.48,51.72
4184,1,26,8,65.62,9.84,41.99
4184,2,43,1,88.91,17.78,59.56
4185,1,29,2,69.73,17.43,48.81
4185,2,46,3,93.02,4.65,32.55
4186,1,32,4,73.84,7.38,28.05
4186,2,49,5,97.13,14.56,39.82
4187,1,35,6,77.95,15.59,34.29
4187,2,52,7,101.24,25.31,47.58
4188,1,38,8,82.06,4.10,41.03
4188,2,55,1,105.35,10.53,55.83
4189,1,41,2,86.17,12.92,48.25
4189,2,58,3,109.46,21.89,64.58
4190,1,44,4,90.28,22.57,55.97
4190,2,61,5,113.57,5.67,73.82
4191,1,47,6,94.39,9.43,64.18
4191,2,64,7,117.68,17.65,83.55
4192,1,50,8,98.50,19.70,35.46
4192,2,67,1,121.79,30.44,47.49
4193,1,53,2,102.61,5.13,43.09
4193,2,70,3,125.90,12.59,56.65
4194,1,56,4,106.72,16.00,51.22
4194,2,73,5,130.01,26.00,66.30
4195,1,59,6,110.83,27.70,59.84
4195,2,76,7,134.12,6.70,76.44
4196,1,62,8,114.94,11.49,68.96
4196,2,79,1,138.23,20.73,87.08
4197,1,65,2,119.05,23.81,78.57
4197,2,82,3,142.34,35.58,98.21
4198,1,68,4,123.16,6.15,88.67
4198,2,85,5,146.45,14.64,54.18
4199,1,71,6,127.27,19.09,50.90
4199,2,88,7,150.56,30.11,64.74
4200,1,74,8,131.38,32.84,60.43
4200,2,91,1,154.67,0.00,75.78
4201,1,77,2,135.49,0.00,70.45
4201,2,94,3,158.78,0.00,87.32
4202,1,80,4,139.60,0.00,80.96
4202,2,97,5,162.89,0.00,99.36
4203,1,83,6,143.71,0.00,91.97
4203,2,100,7,167.00,0.00,111.89
4204,1,86,8,147.82,0.00,103.47
4204,2,103,1,171.11,0.00,59.88
4205,1,89,2,151.93,0.00,57.73
4205,2,106,3,175.22,0.00,71.84
4206,1,92,4,156.04,0.00,68.65
4206,2,109,5,179.33,0.00,84.28
4207,1,95,6,160.15,0.00,80.07
4207,2,112,7,183.44,0.00,97.22
4208,1,98,8,164.26,0.00,91.98
4208,2,3,1,34.11,0.00,20.12
4209,1,101,2,168.37,0.00,104.38
4209,2,6,3,38.22,0.00,24.84
4210,1,104,4,172.48,0.00,117.28
4210,2,9,5,42.33,0.00,30.05
4211,1,107,6,176.59,0.00,63.57
4211,2,12,7,46.44,0.00,18.11
4212,1,110,8,180.70,0.00,75.89
4212,2,15,1,50.55,0.00,22.74
4213,1,1,2,31.37,0.00,15.05
4213,2,18,3,54.66,0.00,27.87
4214,1,4,4,35.48,0.00,19.15
4214,2,21,5,58.77,0.00,33.49
4215,1,7,6,39.59,0.00,23.75
4215,2,24,7,62.88,0.00,39.61
4216,1,10,8,43.70,0.00,28.84
4216,2,27,1,66.99,0.00,46.22
4217,1,13,2,47.81,0.00,34.42
4217,2,30,3,71.10,0.00,26.30
4218,1,16,4,51.92,0.00,20.76
4218,2,33,5,75.21,0.00,32.34
4219,1,19,6,56.03,0.00,25.77
4219,2,36,7,79.32,0.00,38.86
4220,1,22,8,60.14,0.00,31.27
4220,2,39,1,83.43,0.00,45.88
4221,1,25,2,64.25,0.00,37.26
4221,2,42,3,87.54,0.00,53.39
4222,1,28,4,68.36,0.00,43.75
4222,2,45,5,91.65,0.00,61.40
4223,1,31,6,72.47,0.00,50.72
4223,2,48,7,95.76,0.00,33.51
4224,1,34,8,76.58,0.00,29.10
4224,2,51,1,99.87,0.00,40.94
4225,1,37,2,80.69,0.00,35.50
4225,2,54,3,103.98,0.00,48.87
4226,1,40,4,84.80,0.00,42.40
4226,2,57,5,108.09,0.00,57.28
4227,1,43,6,88.91,0.00,49.78
4227,2,60,7,112.20,0.00,66.19
4228,1,46,8,93.02,0.00,57.67
4228,2,63,1,116.31,0.00,75.60
4229,1,49,2,97.13,0.00,66.04
4229,2,66,3,120.42,0.00,85.49
4230,1,52,4,101.24,0.00,36.44
4230,2,69,5,124.53,0.00,48.56
4231,1,55,6,105.35,0.00,44.24
4231,2,72,7,128.64,19.29,57.88
4232,1,58,8,109.46,21.89,52.54
4232,2,75,1,132.75,33.18,67.70
4233,1,61,2,113.57,5.67,61.32
4233,2,78,3,136.86,13.68,78.01
4234,1,64,4,117.68,17.65,70.60
4234,2,81,5,140.97,28.19,88.81
4235,1,67,6,121.79,30.44,80.38
4235,2,84,7,145.08,7.25,100.10
4236,1,70,8,125.90,12.59,90.64
4236,2,87,1,149.19,22.37,55.20
4237,1,73,2,130.01,26.00,52.00
4237,2,90,3,153.30,38.32,65.91
4238,1,76,4,134.12,6.70,61.69
4238,2,93,5,157.41,15.74,77.13
4239,1,79,6,138.23,20.73,71.87
4239,2,96,7,161.52,32.30,88.83
4240,1,82,8,142.34,35.58,82.55
4240,2,99,1,165.63,8.28,101.03
4241,1,85,2,146.45,14.64,93.72
4241,2,102,3,169.74,25.46,113.72
4242,1,88,4,150.56,30.11,105.39
4242,2,105,5,173.85,43.46,60.84
4243,1,91,6,154.67,7.73,58.77
4243,2,108,7,177.96,17.79,72.96
4244,1,94,8,158.78,23.81,69.86
4244,2,111,1,182.07,36.41,85.57
4245,1,97,2,162.89,40.72,81.44
4245,2,2,3,32.74,1.63,17.35
4246,1,100,4,167.00,16.70,93.52
4246,2,5,5,36.85,5.52,21.74
4247,1,103,6,171.11,34.22,106.08
4247,2,8,7,40.96,10.24,26.62
4248,1,106,8,175.22,8.76,119.14
4248,2,11,1,45.07,4.50,31.99
4249,1,109,2,179.33,26.89,64.55
4249,2,14,3,49.18,9.83,19.18
4250,1,112,4,183.44,45.86,77.04
4250,2,17,5,53.29,0.00,23.98
4251,1,3,6,34.11,0.00,16.37
4251,2,20,7,57.40,0.00,29.27
4252,1,6,8,38.22,0.00,20.63
4252,2,23,1,61.51,0.00,35.06
4253,1,9,2,42.33,0.00,25.39
4253,2,26,3,65.62,0.00,41.34
4254,1,12,4,46.44,0.00,30.65
4254,2,29,5,69.73,0.00,48.11
4255,1,15,6,50.55,0.00,36.39
4255,2,32,7,73.84,0.00,27.32
4256,1,18,8,54.66,0.00,21.86
4256,2,35,1,77.95,0.00,33.51
4257,1,21,2,58.77,0.00,27.03
4257,2,38,3,82.06,0.00,40.20
4258,1,24,4,62.88,0.00,32.69
4258,2,41,5,86.17,0.00,47.39
4259,1,27,6,66.99,0.00,38.85
4259,2,44,7,90.28,0.00,55.07
4260,1,30,8,71.10,0.00,45.50
4260,2,47,1,94.39,0.00,63.24
4261,1,33,2,75.21,0.00,52.64
4261,2,50,3,98.50,0.00,34.47
4262,1,36,4,79.32,0.00,30.14
4262,2,53,5,102.61,0.00,42.07
4263,1,39,6,83.43,0.00,36.70
4263,2,56,7,106.72,0.00,50.15
4264,1,42,8,87.54,0.00,43.77
4264,2,59,1,110.83,0.00,58.73
4265,1,45,2,91.65,0.00,51.32
4265,2,62,3,114.94,0.00,67.81
4266,1,48,4,95.76,0.00,59.37
4266,2,65,5,119.05,0.00,77.38
4267,1,51,6,99.87,0.00,67.91
4267,2,68,7,123.16,0.00,87.44
4268,1,54,8,103.98,0.00,37.43
4268,2,71,1,127.27,0.00,49.63
4269,1,57,2,108.09,0.00,45.39
4269,2,74,3,131.38,0.00,59.12
4270,1,60,4,112.20,0.00,53.85
4270,2,77,5,135.49,0.00,69.09
4271,1,63,6,116.31,0.00,62.80
4271,2,80,7,139.60,0.00,79.57
4272,1,66,8,120.42,0.00,72.25
4272,2,83,1,143.71,0.00,90.53
4273,1,69,2,124.53,0.00,82.18
4273,2,86,3,147.82,0.00,101.99
4274,1,72,4,128.64,0.00,92.62
4274,2,89,5,151.93,0.00,56.21
4275,1,75,6,132.75,0.00,53.10
4275,2,92,7,156.04,0.00,67.09
4276,1,78,8,136.86,0.00,62.95
4276,2,95,1,160.15,0.00,78.47
4277,1,81,2,140.97,0.00,73.30
4277,2,98,3,164.26,0.00,90.34
4278,1,84,4,145.08,0.00,84.14
4278,2,101,5,168.37,0.00,102.70
4279,1,87,6,149.19,0.00,95.48
4279,2,104,7,172.48,0.00,115.56
4280,1,90,8,153.30,0.00,107.31
4280,2,107,1,176.59,0.00,61.80
4281,1,93,2,157.41,0.00,59.81
4281,2,110,3,180.70,27.10,74.08
4282,1,96,4,161.52,32.30,71.06
4282,2,1,5,31.37,7.84,14.74
4283,1,99,6,165.63,8.28,82.81
4283,2,4,7,35.48,3.54,18.80
4284,1,102,8,169.74,25.46,95.05
4284,2,7,1,39.59,7.91,23.35
4285,1,105,2,173.85,43.46,107.78
4285,2,10,3,43.70,2.18,28.40
4286,1,108,4,177.96,17.79,121.01
4286,2,13,5,47.81,7.17,33.94
4287,1,111,6,182.07,36.41,65.54
4287,2,16,7,51.92,12.98,20.24
4288,1,2,8,32.74,1.63,13.75
4288,2,19,1,56.03,5.60,25.21
4289,1,5,2,36.85,5.52,17.68
4289,2,22,3,60.14,12.02,30.67
4290,1,8,4,40.96,10.24,22.11
4290,2,25,5,64.25,3.21,36.62
4291,1,11,6,45.07,4.50,27.04
4291,2,28,7,68.36,10.25,43.06
4292,1,14,8,49.18,9.83,32.45
4292,2,31,1,72.47,18.11,50.00
4293,1,17,2,53.29,2.66,38.36
4293,2,34,3,76.58,7.65,28.33
4294,1,20,4,57.40,8.61,22.96
4294,2,37,5,80.69,16.13,34.69
4295,1,23,6,61.51,15.37,28.29
4295,2,40,7,84.80,4.24,41.55
4296,1,26,8,65.62,6.56,34.12
4296,2,43,1,88.91,13.33,48.90
4297,1,29,2,69.73,13.94,40.44
4297,2,46,3,93.02,23.25,56.74
4298,1,32,4,73.84,3.69,47.25
4298,2,49,5,97.13,9.71,65.07
4299,1,35,6,77.95,11.69,54.56
4299,2,52,7,101.24,20.24,35.43
4300,1,38,8,82.06,20.51,31.18
4300,2,55,1,105.35,0.00,43.19
4301,1,41,2,86.17,0.00,37.91
4301,2,58,3,109.46,0.00,51.44
4302,1,44,4,90.28,0.00,45.14
4302,2,61,5,113.57,0.00,60.19
4303,1,47,6,94.39,0.00,52.85
4303,2,64,7,117.68,0.00,69.43
4304,1,50,8,98.50,0.00,61.07
4304,2,67,1,121.79,0.00,79.16
4305,1,53,2,102.61,0.00,69.77
4305,2,70,3,125.90,0.00,89.38
4306,1,56,4,106.72,0.00,38.41
4306,2,73,5,130.01,0.00,50.70
4307,1,59,6,110.83,0.00,46.54
4307,2,76,7,134.12,0.00,60.35
4308,1,62,8,114.94,0.00,55.17
4308,2,79,1,138.23,0.00,70.49
4309,1,65,2,119.05,0.00,64.28
4309,2,82,3,142.34,0.00,81.13
4310,1,68,4,123.16,0.00,73.89
4310,2,85,5,146.45,0.00,92.26
4311,1,71,6,127.27,0.00,83.99
4311,2,88,7,150.56,0.00,103.88
4312,1,74,8,131.38,0.00,94.59
4312,2,91,1,154.67,0.00,57.22
4313,1,77,2,135.49,0.00,54.19
4313,2,94,3,158.78,0.00,68.27
4314,1,80,4,139.60,0.00,64.21
4314,2,97,5,162.89,0.00,79.81
4315,1,83,6,143.71,0.00,74.72
4315,2,100,7,167.00,0.00,91.85
4316,1,86,8,147.82,0.00,85.73
4316,2,103,1,171.11,0.00,104.37
4317,1,89,2,151.93,0.00,97.23
4317,2,106,3,175.22,0.00,117.39
4318,1,92,4,156.04,0.00,109.22
4318,2,109,5,179.33,0.00,62.76
4319,1,95,6,160.15,0.00,60.85
4319,2,112,7,183.44,0.00,75.21
4320,1,98,8,164.26,0.00,72.27
4320,2,3,1,34.11,0.00,16.03
4321,1,101,2,168.37,0.00,84.18
4321,2,6,3,38.22,0.00,20.25
4322,1,104,4,172.48,0.00,96.58
4322,2,9,5,42.33,0.00,24.97
4323,1,107,6,176.59,0.00,109.48
4323,2,12,7,46.44,0.00,30.18
4324,1,110,8,180.70,0.00,122.87
4324,2,15,1,50.55,0.00,35.89
4325,1,1,2,31.37,0.00,11.29
4325,2,18,3,54.66,0.00,21.31
4326,1,4,4,35.48,0.00,14.90
4326,2,21,5,58.77,0.00,26.44
4327,1,7,6,39.59,0.00,19.00
4327,2,24,7,62.88,0.00,32.06
4328,1,10,8,43.70,0.00,23.59
4328,2,27,1,66.99,0.00,38.18
4329,1,13,2,47.81,0.00,28.68
4329,2,30,3,71.10,0.00,44.79
4330,1,16,4,51.92,0.00,34.26
4330,2,33,5,75.21,0.00,51.89
4331,1,19,6,56.03,0.00,40.34
4331,2,36,7,79.32,11.89,29.34
4332,1,22,8,60.14,12.02,24.05
4332,2,39,1,83.43,20.85,35.87
4333,1,25,2,64.25,3.21,29.55
4333,2,42,3,87.54,8.75,42.89
4334,1,28,4,68.36,10.25,35.54
4334,2,45,5,91.65,18.33,50.40
4335,1,31,6,72.47,18.11,42.03
4335,2,48,7,95.76,4.78,58.41
4336,1,34,8,76.58,7.65,49.01
4336,2,51,1,99.87,14.98,66.91
4337,1,37,2,80.69,16.13,56.48
4337,2,54,3,103.98,25.99,36.39
4338,1,40,4,84.80,4.24,32.22
4338,2,57,5,108.09,10.80,44.31
4339,1,43,6,88.91,13.33,39.12
4339,2,60,7,112.20,22.44,52.73
4340,1,46,8,93.02,23.25,46.51
4340,2,63,1,116.31,5.81,61.64
4341,1,49,2,97.13,9.71,54.39
4341,2,66,3,120.42,18.06,71.04
4342,1,52,4,101.24,20.24,62.76
4342,2,69,5,124.53,31.13,80.94
4343,1,55,6,105.35,5.26,71.63
4343,2,72,7,128.64,12.86,91.33
4344,1,58,8,109.46,16.41,39.40
4344,2,75,1,132.75,26.55,51.77
4345,1,61,2,113.57,28.39,47.69
4345,2,78,3,136.86,6.84,61.58
4346,1,64,4,117.68,11.76,56.48
4346,2,81,5,140.97,21.14,71.89
4347,1,67,6,121.79,24.35,65.76
4347,2,84,7,145.08,36.27,82.69
4348,1,70,8,125.90,6.29,75.54
4348,2,87,1,149.19,14.91,93.98
4349,1,73,2,130.01,19.50,85.80
4349,2,90,3,153.30,30.66,105.77
4350,1,76,4,134.12,33.53,96.56
4350,2,93,5,157.41,0.00,58.24
4351,1,79,6,138.23,0.00,55.29
4351,2,96,7,161.52,0.00,69.45
4352,1,82,8,142.34,0.00,65.47
4352,2,99,1,165.63,0.00,81.15
4353,1,85,2,146.45,0.00,76.15
4353,2,102,3,169.74,0.00,93.35
4354,1,88,4,150.56,0.00,87.32
4354,2,105,5,173.85,0.00,106.04
4355,1,91,6,154.67,0.00,98.98
4355,2,108,7,177.96,0.00,119.23
4356,1,94,8,158.78,0.00,111.14
4356,2,111,1,182.07,0.00,63.72
4357,1,97,2,162.89,0.00,61.89
4357,2,2,3,32.74,0.00,13.42
4358,1,100,4,167.00,0.00,73.48
4358,2,5,5,36.85,0.00,17.31
4359,1,103,6,171.11,0.00,85.55
4359,2,8,7,40.96,0.00,21.70
4360,1,106,8,175.22,0.00,98.12
4360,2,11,1,45.07,0.00,26.59
4361,1,109,2,179.33,0.00,111.18
4361,2,14,3,49.18,0.00,31.96
4362,1,112,4,183.44,0.00,124.73
4362,2,17,5,53.29,0.00,37.83
4363,1,3,6,34.11,0.00,12.27
4363,2,20,7,57.40,0.00,22.38
4364,1,6,8,38.22,0.00,16.05
4364,2,23,1,61.51,0.00,27.67
4365,1,9,2,42.33,0.00,20.31
4365,2,26,3,65.62,0.00,33.46
4366,1,12,4,46.44,0.00,25.07
4366,2,29,5,69.73,0.00,39.74
4367,1,15,6,50.55,0.00,30.33
4367,2,32,7,73.84,0.00,46.51
4368,1,18,8,54.66,0.00,36.07
4368,2,35,1,77.95,0.00,53.78
4369,1,21,2,58.77,0.00,42.31
4369,2,38,3,82.06,0.00,30.36
4370,1,24,4,62.88,0.00,25.15
4370,2,41,5,86.17,0.00,37.05
4371,1,27,6,66.99,0.00,30.81
4371,2,44,7,90.28,0.00,44.23
4372,1,30,8,71.10,0.00,36.97
4372,2,47,1,94.39,0.00,51.91
4373,1,33,2,75.21,0.00,43.62
4373,2,50,3,98.50,0.00,60.08
4374,1,36,4,79.32,0.00,50.76
4374,2,53,5,102.61,0.00,68.74
4375,1,39,6,83.43,0.00,58.40
4375,2,56,7,106.72,0.00,37.35
4376,1,42,8,87.54,0.00,33.26
4376,2,59,1,110.83,0.00,45.44
4377,1,45,2,91.65,0.00,40.32
4377,2,62,3,114.94,0.00,54.02
4378,1,48,4,95.76,0.00,47.88
4378,2,65,5,119.05,0.00,63.09
4379,1,51,6,99.87,0.00,55.92
4379,2,68,7,123.16,0.00,72.66
4380,1,54,8,103.98,0.00,64.46
4380,2,71,1,127.27,0.00,82.72
4381,1,57,2,108.09,0.00,73.50
4381,2,74,3,131.38,19.70,93.27
4382,1,60,4,112.20,22.44,40.39
4382,2,77,5,135.49,33.87,52.84
4383,1,63,6,116.31,5.81,48.85
4383,2,80,7,139.60,13.96,62.82
4384,1,66,8,120.42,18.06,57.80
4384,2,83,1,143.71,28.74,73.29
4385,1,69,2,124.53,31.13,67.24
4385,2,86,3,147.82,7.39,84.25
4386,1,72,4,128.64,12.86,77.18
4386,2,89,5,151.93,22.78,95.71
4387,1,75,6,132.75,26.55,87.61
4387,2,92,7,156.04,39.01,107.66
4388,1,78,8,136.86,6.84,98.53
4388,2,95,1,160.15,16.01,59.25
